,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,num_amount,year,month
280,550-0173-0064-00,3703 Coral Gables Rd,1041,510,1937,04-06-2011,"$108,300",5,3,2,0,18957.0,WD - Warranty Deed (Conv),1,0.138,"$2,156.32",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,29930,0,91180,121110,0,0,0,"$2,156.32",3703,,Coral Gables Rd,Cincinnati,OH,"3703 Coral Gables Rd Cincinnati, OH","3703 Coral Gables Rd, Cincinnati, OH 45248, USA",-84.6450079,39.1578763,108300,2011,4
281,550-0201-0149-00,6084 Brierly Creek Rd,1284,510,1958,08-24-2011,"$108,000",6,3,2,0,298930.0,WE - Warranty Deed (EX),1,0.545,"$4,195.87",59.031069,NORTHWEST LSD (HAMILTON CO.),55008 - GREEN 08,YES(12),No,No,No,No,Yes,47880,0,121300,169180,0,0,0,"$4,195.87",6084,,Brierly Creek Rd,Cincinnati,OH,"6084 Brierly Creek Rd Cincinnati, OH","6084 Brierly Creek Rd, Cincinnati, OH 45247, USA",-84.64312319999999,39.2031125,108000,2011,8
282,550-0220-0686-00,5233 33 S Eaglesnest Dr,1194,550,1985,06-28-2011,"$125,000",5,2,2,0,355360.0,WD - Warranty Deed (Conv),1,0.0,"$1,913.64",56.861067,OAK HILLS LSD,55038 - EAGLESNEST CONDO,YES(03),No,Yes,Yes,No,Yes,20000,0,113870,133870,0,0,0,"$1,913.64",5233,33,S Eaglesnest Dr,Cincinnati,OH,"5233 Eaglesnest Dr, Cincinnati, OH 45248",,-84.66031624198158,39.18948061025197,125000,2011,6
283,550-0220-0816-00,5153 Scarsdale Cove,1120,550,1987,05-13-2011,"$130,000",5,2,3,0,,WE - Warranty Deed (EX),1,0.0,"$2,862.58",56.861067,OAK HILLS LSD,55037 - EAGLESLAKE CONDO,No,No,Yes,Yes,No,Yes,22500,0,164730,187230,0,0,0,"$2,862.58",5153,,Scarsdale Cove,Cincinnati,OH,"5153 Scarsdale Cove Cincinnati, OH","5153 Scarsdale Cove, Cincinnati, OH 45248, USA",-84.6620365,39.1858761,130000,2011,5
284,550-0232-0002-00,4483 Ebenezer Rd,884,510,1950,07-22-2011,"$101,000",5,2,1,0,283494.0,WE - Warranty Deed (EX),1,1.296,"$1,913.05",56.861067,OAK HILLS LSD,55004 - GREEN 04,YES(11),Yes,No,No,No,Yes,69800,0,33650,103450,0,0,0,"$1,913.05",4483,,Ebenezer Rd,Cincinnati,OH,"4483 Ebenezer Rd Cincinnati, OH","4483 Ebenezer Rd, Cincinnati, OH 45248, USA",-84.6573325,39.17293170000001,101000,2011,7
285,550-0252-0149-00,6241 Mernic Dr,1247,510,1966,03-08-2011,"$150,000",6,3,1,0,286717.0,WD - Warranty Deed (Conv),1,0.313,"$3,880.29",56.861067,OAK HILLS LSD,550156 - GREEN 156,YES(09),No,No,Yes,No,Yes,44370,0,173630,218000,0,0,0,"$3,880.29",6241,,Mernic Dr,Cincinnati,OH,"6241 Mernic Dr Cincinnati, OH","6241 Mernic Dr, Cincinnati, OH 45248, USA",-84.6546161,39.1488272,150000,2011,3
286,550-0253-0075-00,2928 Werkridge Dr,1260,510,1959,03-24-2011,"$136,000",6,3,2,0,18434.0,FD - Fiduciary Deed (Conv),2,0.448,"$4,197.39",56.861067,OAK HILLS LSD,550159 - GREEN 159,YES(11),No,No,Yes,No,Yes,48430,0,187460,235890,0,0,0,"$4,197.39",2928,,Werkridge Dr,Cincinnati,OH,"2928 Werkridge Dr Cincinnati, OH","2928 Werkridge Dr, Cincinnati, OH 45248, USA",-84.6560452,39.1399437,136000,2011,3
287,550-0292-0106-00,3646 Sandal Ln,1141,510,1953,06-10-2011,"$117,500",6,3,1,0,228967.0,WD - Warranty Deed (Conv),1,0.587,"$2,615.49",56.861067,OAK HILLS LSD,550168 - GREEN 168,YES(00),No,No,Yes,No,Yes,44800,0,101760,146560,0,0,0,"$2,615.49",3646,,Sandal Ln,Cincinnati,OH,"3646 Sandal Ln Cincinnati, OH","3646 Sandal Ln, Cincinnati, OH 45248, USA",-84.68092310000002,39.1585797,117500,2011,6
288,550-0300-0074-00,6726 Hayes Rd,1288,510,1953,03-14-2011,"$153,500",6,3,1,0,164759.0,WE - Warranty Deed (EX),1,0.699,"$3,336.61",56.861067,OAK HILLS LSD,55004 - GREEN 04,YES(09),No,No,Yes,No,Yes,56240,0,131030,187270,0,0,0,"$3,336.61",6726,,Hayes Rd,Cincinnati,OH,"6726 Hayes Rd Cincinnati, OH","6726 Hayes Rd, Cincinnati, OH 45248, USA",-84.6677449,39.1731436,153500,2011,3
289,550-0310-0789-00,5401 H Michelles Oak Ct,1197,550,2005,03-17-2011,"$105,000",5,2,2,0,310174.0,WD - Warranty Deed (Conv),1,0.0,"$2,937.54",56.861067,OAK HILLS LSD,550121 - WOODLAND VIEW CONDO,No,No,No,Yes,No,Yes,28800,0,136200,165000,165000,0,0,"$2,937.54",5401,,H Michelles Oak Ct,Cincinnati,OH,"5401 H Michelles Oak Ct Cincinnati, OH","5401 Michelles Oak Ct, Cincinnati, OH 45248, USA",-84.6684683,39.1929539,105000,2011,3
290,551-0009-0490-00,3801 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22",3801,5,Dina Te,Cincinnati,OH,"3801 Dina Te 5 Cincinnati, OH","3801 Dina Terrace, Cincinnati, OH 45211, USA",-84.6152147,39.1505125,300000,2011,6
291,551-0009-0491-00,3801 6 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22",3801,6,Dina Te,Cincinnati,OH,"3801 Dina Te 6 Cincinnati, OH","3801 Dina Terrace, Cincinnati, OH 45211, USA",-84.6152147,39.1505125,300000,2011,6
292,551-0009-0495-00,3801 10 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3801,10,Dina Te,Cincinnati,OH,"3801 Dina Te 10 Cincinnati, OH","3801 Dina Terrace, Cincinnati, OH 45211, USA",-84.6152147,39.1505125,300000,2011,6
293,551-0009-0499-00,3802 3 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,007.30",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40440,44940,0,0,0,"$1,007.30",3802,3,Dina Te,Cincinnati,OH,"3802 Dina Te 3 Cincinnati, OH","3802 Dina Terrace, Cheviot, OH 45211, USA",-84.61578349999999,39.1499022,300000,2011,6
294,551-0009-0501-00,3802 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22",3802,5,Dina Te,Cincinnati,OH,"3802 Dina Te 5 Cincinnati, OH","3802 Dina Terrace, Cheviot, OH 45211, USA",-84.61578349999999,39.1499022,300000,2011,6
295,551-0009-0502-00,3802 6 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3802,6,Dina Te,Cincinnati,OH,"3802 Dina Te 6 Cincinnati, OH","3802 Dina Terrace, Cheviot, OH 45211, USA",-84.61578349999999,39.1499022,300000,2011,6
296,551-0009-0513-00,3803 6 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22",3803,6,Dina Te,Cincinnati,OH,"3803 Dina Te 6 Cincinnati, OH","3803 Dina Terrace, Cheviot, OH 45211, USA",-84.61617439999999,39.1498757,300000,2011,6
297,551-0009-0521-00,3804 3 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,007.30",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40440,44940,0,0,0,"$1,007.30",3804,3,Dina Te,Cincinnati,OH,"3804 Dina Te 3 Cincinnati, OH","3804 Dina Terrace, Cheviot, OH 45211, USA",-84.6165418,39.1498981,300000,2011,6
298,551-0009-0523-00,3804 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,009.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40500,45000,0,0,0,"$1,009.22",3804,5,Dina Te,Cincinnati,OH,"3804 Dina Te 5 Cincinnati, OH","3804 Dina Terrace, Cheviot, OH 45211, USA",-84.6165418,39.1498981,300000,2011,6
299,551-0009-0532-00,3805 3 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,068.14",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43140,47640,0,0,0,"$1,068.14",3805,3,Dina Te,Cincinnati,OH,"3805 Dina Te 3 Cincinnati, OH","3805 Dina Terrace, Cheviot, OH 45211, USA",-84.61691669999999,39.1500502,300000,2011,6
300,551-0009-0534-00,3805 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42910,47410,0,0,0,"$1,063.02",3805,5,Dina Te,Cincinnati,OH,"3805 Dina Te 5 Cincinnati, OH","3805 Dina Terrace, Cheviot, OH 45211, USA",-84.61691669999999,39.1500502,300000,2011,6
301,551-0009-0538-00,3805 9 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3805,9,Dina Te,Cincinnati,OH,"3805 Dina Te 9 Cincinnati, OH","3805 Dina Terrace, Cheviot, OH 45211, USA",-84.61691669999999,39.1500502,300000,2011,6
302,551-0009-0542-00,3806 2 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,065.58",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43040,47540,0,0,0,"$1,065.58",3806,2,Dina Te,Cincinnati,OH,"3806 Dina Te 2 Cincinnati, OH","3806 Dina Terrace, Cheviot, OH 45211, USA",-84.6170187,39.1503855,300000,2011,6
303,551-0009-0545-00,3806 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3806,5,Dina Te,Cincinnati,OH,"3806 Dina Te 5 Cincinnati, OH","3806 Dina Terrace, Cheviot, OH 45211, USA",-84.6170187,39.1503855,300000,2011,6
304,551-0009-0572-00,3808 10 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3808,10,Dina Te,Cincinnati,OH,"3808 Dina Te 10 Cincinnati, OH","3808 Dina Terrace, Cheviot, OH 45211, USA",-84.61677759999999,39.15100990000001,300000,2011,6
305,551-0009-0575-00,3809 2 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,066.22",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43050,47550,0,0,0,"$1,066.22",3809,2,Dina Te,Cincinnati,OH,"3809 Dina Te 2 Cincinnati, OH","3809 Dina Terrace, Cheviot, OH 45211, USA",-84.6163028,39.1510956,300000,2011,6
306,551-0009-0578-00,3809 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3809,5,Dina Te,Cincinnati,OH,"3809 Dina Te 5 Cincinnati, OH","3809 Dina Terrace, Cheviot, OH 45211, USA",-84.6163028,39.1510956,300000,2011,6
307,551-0009-0586-00,3810 2 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,0,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,007.30",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,40440,44940,0,0,0,"$1,007.30",3810,2,Dina Te,Cincinnati,OH,"3810 Dina Te 2 Cincinnati, OH","3810 Dina Terrace, Cheviot, OH 45211, USA",-84.61631009999999,39.1507638,300000,2011,6
308,551-0009-0589-00,3810 5 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3810,5,Dina Te,Cincinnati,OH,"3810 Dina Te 5 Cincinnati, OH","3810 Dina Terrace, Cheviot, OH 45211, USA",-84.61631009999999,39.1507638,300000,2011,6
309,551-0009-0595-00,3810 11 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,063.02",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,42900,47400,0,0,0,"$1,063.02",3810,11,Dina Te,Cincinnati,OH,"3810 Dina Te 11 Cincinnati, OH","3810 Dina Terrace, Cheviot, OH 45211, USA",-84.61631009999999,39.1507638,300000,2011,6
310,551-0009-0608-00,3812 2 Dina Te,819,550,1964,06-03-2011,"$300,000",4,2,1,1,272467.0,QE - Quit Claim Deed (EX),132,0.0,"$1,068.14",69.710017,CINCINNATI CSD,55111 - DINA TERRACE CONDO,YES(11),Yes,No,No,No,No,4500,0,43140,47640,0,0,0,"$1,068.14",3812,2,Dina Te,Cincinnati,OH,"3812 Dina Te 2 Cincinnati, OH","3812 Dina Terrace, Cheviot, OH 45211, USA",-84.6155028,39.150629,300000,2011,6
311,560-0050-0077-00,10132 Simonson Rd,1242,510,1960,04-21-2011,"$158,000",6,3,1,0,292909.0,WD - Warranty Deed (Conv),2,0.46,"$2,817.47",43.983623,SOUTHWEST LSD (HAMILTON CO.),56003 - HARRISON TWP 03,No,No,Yes,Yes,No,Yes,47730,0,185490,233220,0,0,0,"$2,817.47",10132,,Simonson Rd,Harrison,OH,"10132 Simonson Rd Harrison, OH","10132 Simonson Rd, Harrison, OH 45030, USA",-84.7781038,39.237105,158000,2011,4
312,560-0110-0081-00,10922 Carolina Trace Rd,1108,510,1956,07-11-2011,"$110,000",5,2,1,0,302856.0,QE - Quit Claim Deed (EX),2,0.512,"$2,162.25",43.983623,SOUTHWEST LSD (HAMILTON CO.),56002 - HARRISON TWP 02,No,No,No,Yes,No,Yes,36580,0,121730,158310,0,0,0,"$2,162.25",10922,,Carolina Trace Rd,Harrison,OH,"10922 Carolina Trace Rd Harrison, OH","10922 Carolina Trace Rd, Harrison, OH 45030, USA",-84.79931529999999,39.2827744,110000,2011,7
313,560-0140-0067-00,974 Turner Rd,1032,510,1964,02-01-2011,"$100,000",4,2,1,0,208674.0,TR - Trustees Deed (Conv),1,5.12,"$3,579.29",43.983623,SOUTHWEST LSD (HAMILTON CO.),56002 - HARRISON TWP 02,No,No,No,Yes,No,Yes,83410,0,176310,259720,0,0,0,"$3,579.29",974,,Turner Rd,Harrison,OH,"974 Turner Rd Harrison, OH","974 Turner Rd, Harrison, OH 45030, USA",-84.81900139999999,39.2799236,100000,2011,2
314,561-0007-0087-00,2 Arrowhead Ct,1088,510,1991,03-21-2011,"$110,000",5,3,1,0,305364.0,WD - Warranty Deed (Conv),1,0.364,"$2,447.98",50.801723,SOUTHWEST LSD (HAMILTON CO.),56103 - HARRISON VIL 03,No,No,No,Yes,No,Yes,40500,0,115500,156000,0,0,0,"$2,447.98",2,,Arrowhead Ct,Harrison,OH,"2 Arrowhead Ct Harrison, OH","2 Arrowhead Ct, Harrison, OH 45030, USA",-84.81503420000001,39.2527871,110000,2011,3
315,561-0012-0427-00,602 Heritage Square,1100,550,2010,04-07-2011,"$111,833",4,2,2,0,242437.0,WD - Warranty Deed (Conv),2,0.0,"$2,381.66",50.801723,SOUTHWEST LSD (HAMILTON CO.),56116 - LEGACY CONDO,No,No,No,Yes,No,Yes,20800,0,130990,151790,0,0,0,"$2,381.66",602,,Heritage Square,Harrison,OH,"602 Heritage Square Harrison, OH","602 Heritage Square, Harrison, OH 45030, USA",-84.799602,39.25146,111833,2011,4
316,561-0016-0276-00,320 5 Miami Trace,1268,550,2008,03-18-2011,"$126,900",5,2,2,0,263351.0,WD - Warranty Deed (Conv),1,0.0,"$2,432.30",50.801723,SOUTHWEST LSD (HAMILTON CO.),56118 - MIAMI TRACE CONDO,No,No,No,Yes,No,Yes,23500,0,131500,155000,0,0,0,"$2,432.30",320,5,Miami Trace,Harrison,OH,"320 Miami Trace 5 Harrison, OH","320 Miami Trce UNIT 5, Harrison, OH 45030, USA",-84.76497409999999,39.2576186,126900,2011,3
317,570-0030-0263-00,4457 Zion Rd,1296,510,1960,03-03-2011,"$104,500",6,3,1,1,17563.0,WD - Warranty Deed (Conv),1,0.567,"$2,534.47",52.996279,THREE RIVERS LSD,57003 - MIAMI 03,No,No,No,Yes,No,Yes,42240,0,112430,154670,0,0,0,"$2,534.47",4457,,Zion Rd,Cleves,OH,"4457 Zion Rd Cleves, OH","4457 Zion Rd, Cleves, OH 45002, USA",-84.70376759999999,39.1747481,104500,2011,3
318,570-0040-0198-00,7781 Foxtrot Dr,1100,510,1960,07-19-2011,"$105,000",5,3,2,0,322927.0,WD - Warranty Deed (Conv),1,0.287,"$3,507.92",52.996279,THREE RIVERS LSD,57003 - MIAMI 03,No,No,No,Yes,No,Yes,40130,0,174870,215000,0,0,0,"$3,507.92",7781,,Foxtrot Dr,Cleves,OH,"7781 Foxtrot Dr Cleves, OH","7781 Foxtrot Dr, North Bend, OH 45052, USA",-84.7018293,39.1638022,105000,2011,7
319,570-0040-0205-00,7760 Southernwood Dr,1040,510,1961,08-17-2011,"$116,000",5,3,1,1,24801.0,WD - Warranty Deed (Conv),1,0.313,"$2,841.97",52.996279,THREE RIVERS LSD,57003 - MIAMI 03,No,No,No,Yes,No,Yes,56300,0,117240,173540,0,0,0,"$2,841.97",7760,,Southernwood Dr,Cleves,OH,"7760 Southernwood Dr Cleves, OH","7760 Southernwood Dr, North Bend, OH 45052, USA",-84.7011783,39.1632834,116000,2011,8
320,570-0104-0067-00,3768 Yorkshire Cr,1206,555,2003,04-01-2011,"$186,500",6,2,2,1,,AF - Affidavit (EX),1,0.064,"$4,152.86",52.996279,THREE RIVERS LSD,57010 - CHESTNUT PK-ASTON WOODS LANDO,No,No,Yes,Yes,No,Yes,48000,0,233210,281210,281210,0,0,"$4,152.86",3768,,Yorkshire Cr,Cleves,OH,"3768 Yorkshire Cr Cleves, OH","3768 Yorkshire Cir, Cleves, OH 45002, USA",-84.7179599,39.1597423,186500,2011,4
321,570-0104-0234-00,3552 Chestnut Park Ln,1268,550,2004,02-17-2011,"$109,000",6,2,2,0,303659.0,WD - Warranty Deed (Conv),1,0.0,"$3,145.92",52.996279,THREE RIVERS LSD,57009 - CHESTNUT PK-ASTON WOODS CONDO,YES(11),No,No,Yes,No,Yes,22500,0,170000,192500,0,0,0,"$3,145.92",3552,,Chestnut Park Ln,Cleves,OH,"3552 Chestnut Park Ln Cleves, OH","3552 Chestnut Park Ln, Cleves, OH 45002, USA",-84.72076580000001,39.1602293,109000,2011,2
322,570-0104-0319-00,3521 Buckeye Tr,1300,550,2008,08-03-2011,"$134,300",6,2,2,0,24202.0,WD - Warranty Deed (Conv),1,0.0,"$2,830.06",52.996279,THREE RIVERS LSD,57009 - CHESTNUT PK-ASTON WOODS CONDO,No,No,No,Yes,No,Yes,22500,0,150460,172960,0,0,0,"$2,830.06",3521,,Buckeye Trace,Cleves,OH,"3521 Buckeye Trace Cleves, OH","3521 Buckeye Trace, Cleves, OH 45002, USA",-84.72160690000001,39.15963010000001,134300,2011,8
323,582-0011-0076-00,205 Jefferson Ave,1276,510,1971,08-25-2011,"$120,000",6,3,1,1,25106.0,SV - Survivorship Deed (Conv),1,0.192,"$3,995.70",70.270405,ST. BERNARD-ELMWOOD PLACE CSD,58201 - ST BERNARD 01,No,No,No,Yes,No,No,39370,0,146420,185790,0,0,0,"$3,995.70",205,,Jefferson Ave,Cincinnati,OH,"205 Jefferson Ave Cincinnati, OH","205 Jefferson Ave, Cincinnati, OH 45217, USA",-84.4962153,39.1658347,120000,2011,8
324,590-0072-0171-00,256 Lux Ave,1102,510,1965,02-09-2011,"$114,900",5,3,1,1,16778.0,WD - Warranty Deed (Conv),1,0.341,"$2,969.40",72.646096,CINCINNATI CSD,59004 - SPRINGFIELD 04,No,No,No,Yes,No,Yes,21910,0,107990,129900,0,0,0,"$2,969.40",256,,Lux Ave,Cincinnati,OH,"256 Lux Ave Cincinnati, OH","256 Lux Ave, Cincinnati, OH 45216, USA",-84.4876268,39.2090014,114900,2011,2
325,590-0081-0095-00,8384 Jadwin St,952,510,1938,06-17-2011,"$103,000",6,2,2,0,22299.0,WD - Warranty Deed (Conv),1,0.118,"$2,965.93",72.646096,CINCINNATI CSD,59001 - SPRINGFIELD 01,No,No,No,Yes,No,Yes,27090,0,103960,131050,0,0,0,"$2,965.93",8384,,Jadwin St,Cincinnati,OH,"8384 Jadwin St Cincinnati, OH","8384 Jadwin St, Cincinnati, OH 45216, USA",-84.4754441,39.2156096,103000,2011,6
326,590-0081-0369-00,8309 Banbury St,1085,510,1946,08-16-2011,"$138,386",7,4,1,0,302940.0,WD - Warranty Deed (Conv),1,0.111,"$3,880.47",72.646096,CINCINNATI CSD,59001 - SPRINGFIELD 01,YES(12),No,No,Yes,No,Yes,25960,0,146040,172000,0,0,0,"$3,880.47",8309,,Banbury St,Cincinnati,OH,"8309 Banbury St Cincinnati, OH","8309 Banbury St, Cincinnati, OH 45216, USA",-84.4789928,39.2138988,138386,2011,8
327,590-0202-0041-00,7560 View Place Dr,1200,510,1956,08-04-2011,"$100,000",5,3,2,0,344480.0,WD - Warranty Deed (Conv),1,0.54,"$4,566.11",75.627152,FINNEYTOWN LSD,59007 - SPRINGFIELD 07,No,No,No,Yes,No,Yes,37240,0,157330,194570,0,0,0,"$4,566.11",7560,,View Place Dr,Cincinnati,OH,"7560 View Place Dr Cincinnati, OH","7560 View Pl Dr, Cincinnati, OH 45224, USA",-84.50196059999999,39.2124501,100000,2011,8
328,590-0211-0013-00,847 Northern Pw,1156,510,1940,03-17-2011,"$110,000",6,3,1,0,274489.0,WD - Warranty Deed (Conv),1,0.155,"$4,100.78",75.627152,FINNEYTOWN LSD,59006 - SPRINGFIELD 06,YES(12),No,No,Yes,No,Yes,27430,0,147570,175000,0,0,0,"$4,100.78",847,,Northern Pkwy,Cincinnati,OH,"847 Northern Pkwy Cincinnati, OH","847 Northern Pkwy, Cincinnati, OH 45224, USA",-84.5164149,39.2031856,110000,2011,3
329,590-0223-0045-00,8880 Cottonwood Dr,1175,510,1954,07-27-2011,"$103,000",6,3,2,0,23890.0,WD - Warranty Deed (Conv),1,0.206,"$3,848.41",75.627152,FINNEYTOWN LSD,59008 - SPRINGFIELD 08,No,No,No,Yes,No,Yes,34980,0,128920,163900,0,0,0,"$3,848.41",8880,,Cottonwood Dr,Cincinnati,OH,"8880 Cottonwood Dr Cincinnati, OH","8880 Cottonwood Dr, Cincinnati, OH 45231, USA",-84.5207264,39.2289851,103000,2011,7
330,590-0224-0043-00,1161 Hearthstone Dr,1131,510,1957,06-03-2011,"$107,000",6,3,1,0,352825.0,WD - Warranty Deed (Conv),1,0.183,"$3,718.07",75.627152,FINNEYTOWN LSD,59017 - SPRINGFIELD 17,No,No,No,Yes,No,Yes,35480,0,122820,158300,0,0,0,"$3,718.07",1161,,Hearthstone Dr,Cincinnati,OH,"1161 Hearthstone Dr Cincinnati, OH","1161 Hearthstone Dr, Cincinnati, OH 45231, USA",-84.5292841,39.2180265,107000,2011,6
331,590-0230-0801-00,9409 Stoneybrooke,1088,550,2010,03-29-2011,"$133,745",6,2,2,1,18580.0,WD - Warranty Deed (Conv),1,0.0,"$4,356.12",71.108332,WINTON WOODS CSD,59050 - BRIDGECREEK CONDO,No,No,Yes,Yes,No,Yes,30000,0,194590,224590,0,0,0,"$4,356.12",9409,,Stoneybrooke,Cincinnati,OH,"9409 Stoneybrooke Cincinnati, OH","9409 Stoneybrooke, Cincinnati, OH 45231, USA",-84.5197877,39.23766699999999,133745,2011,3
332,590-0372-0104-00,2285 Adams Rd,1141,510,1955,02-24-2011,"$114,502",6,3,1,1,122636.0,WD - Warranty Deed (Conv),1,0.276,"$2,888.25",62.273032,MOUNT HEALTHY CSD,59029 - SPRINGFIELD 29,No,No,No,Yes,No,Yes,28030,0,122500,150530,0,0,0,"$2,888.25",2285,,Adams Rd,Cincinnati,OH,"2285 Adams Rd Cincinnati, OH","2285 Adams Rd, Cincinnati, OH 45231, USA",-84.5624871,39.242753,114502,2011,2
333,590-0372-0327-00,2324 Garrison Dr,1272,510,2003,08-25-2011,"$102,500",6,3,2,1,86714.0,WD - Warranty Deed (Conv),1,0.19,"$3,935.28",62.273032,MOUNT HEALTHY CSD,59029 - SPRINGFIELD 29,No,No,No,Yes,No,Yes,31900,0,173890,205790,0,0,0,"$3,935.28",2324,,Garrison Dr,Cincinnati,OH,"2324 Garrison Dr Cincinnati, OH","2324 Garrison Dr, Cincinnati, OH 45231, USA",-84.56622809999999,39.2411759,102500,2011,8
