,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,year,month,num_amount
391,540-0072-0282-00,481 Morrvue Dr,999,510,1959,03-27-2009,"$102,900",6,3,1,0,268230.0,WD - Warranty Deed (Conv),1,0.166,"$3,355.18",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25850,0,139150,165000,0,0,0,"$3,355.18",481,,Morrvue Dr,Cincinnati,OH,"481 Morrvue Dr Cincinnati, OH","481 Morrvue Dr, Cincinnati, OH 45238, USA",-84.6234583,39.0984541,2009,3,102900
392,540-0072-0291-00,5454 Cannas Dr,1134,510,1958,06-15-2009,"$106,000",6,3,1,0,287983.0,QE - Quit Claim Deed (EX),1,0.189,"$3,358.73",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,134810,164810,0,0,0,"$3,358.73",5454,,Cannas Dr,Cincinnati,OH,"5454 Cannas Dr Cincinnati, OH","5454 Cannas Dr, Cincinnati, OH 45238, USA",-84.6242398,39.0981732,2009,6,106000
393,540-0072-0297-00,496 Hibernia Dr,1161,510,1958,08-06-2009,"$118,000",6,3,1,1,26232.0,WD - Warranty Deed (Conv),1,0.167,"$3,453.23",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25850,0,143610,169460,0,0,0,"$3,453.23",496,,Hibernia Dr,Cincinnati,OH,"496 Hibernia Dr Cincinnati, OH","496 Hibernia Dr, Cincinnati, OH 45238, USA",-84.6240505,39.09917919999999,2009,8,118000
394,540-0072-0390-00,560 Starling Ct,972,510,1962,08-07-2009,"$118,000",4,2,1,1,26272.0,WD - Warranty Deed (Conv),1,0.172,"$3,180.17",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,125990,155990,0,0,0,"$3,180.17",560,,Starling Ct,Cincinnati,OH,"560 Starling Ct Cincinnati, OH","560 Starling Ct, Cincinnati, OH 45238, USA",-84.6206752,39.1034766,2009,8,118000
395,540-0073-0073-00,459 Sunaire Te,1014,510,1957,06-15-2009,"$115,000",6,3,1,0,44557.0,WD - Warranty Deed (Conv),1,0.187,"$3,261.33",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,28790,0,131210,160000,0,0,0,"$3,261.33",459,,Sunaire Te,Cincinnati,OH,"459 Sunaire Te Cincinnati, OH","459 Sunaire Terrace, Cincinnati, OH 45238, USA",-84.6286628,39.0977826,2009,6,115000
396,540-0073-0077-00,460 Sunaire Te,912,510,1956,07-02-2009,"$125,000",6,2,2,0,287765.0,AF - Affidavit (EX),1,0.172,"$3,167.63",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,Yes,Yes,No,Yes,27640,0,154270,181910,0,0,0,"$3,167.63",460,,Sunaire Te,Cincinnati,OH,"460 Sunaire Te Cincinnati, OH","460 Sunaire Terrace, Cincinnati, OH 45238, USA",-84.62810069999999,39.0979047,2009,7,125000
397,540-0080-0022-00,4404 Hillside Ave,1004,510,1973,07-07-2009,"$167,500",8,4,2,0,85665.0,WD - Warranty Deed (Conv),3,1.79,"$4,030.38",75.257607,CINCINNATI CSD,54004 - DELHI 04,YES(14),No,No,Yes,No,Yes,36870,0,133870,170740,0,0,0,"$4,030.38",4404,,Hillside Ave,Cincinnati,OH,"4404 Hillside Ave Cincinnati, OH","4404 Hillside Ave, Cincinnati, OH 45233, USA",-84.62307249999999,39.0800762,2009,7,167500
398,540-0081-0044-00,5398 Whitmore Dr,1080,510,1960,07-02-2009,"$110,000",6,3,1,1,209791.0,WD - Warranty Deed (Conv),1,0.368,"$2,917.01",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,Yes,No,Yes,No,Yes,28040,0,115010,143050,0,0,0,"$2,917.01",5398,,Whitmore Dr,Cincinnati,OH,"5398 Whitmore Dr Cincinnati, OH","5398 Whitmore Dr, Cincinnati, OH 45238, USA",-84.6246723,39.08847919999999,2009,7,110000
399,540-0100-0262-00,598 Libbejo Dr,1120,510,1961,07-22-2009,"$121,500",6,4,1,1,25436.0,SV - Survivorship Deed (Conv),1,0.21,"$3,274.09",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,30340,0,130290,160630,0,0,0,"$3,274.09",598,,Libbejo Dr,Cincinnati,OH,"598 Libbejo Dr Cincinnati, OH","598 Libbejo Dr, Cincinnati, OH 45233, USA",-84.6407926,39.1037059,2009,7,121500
400,540-0100-0264-00,589 Libbejo Dr,1200,510,1961,05-14-2009,"$119,000",6,3,2,0,22093.0,WD - Warranty Deed (Conv),1,0.165,"$3,549.96",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,28280,0,146300,174580,0,0,0,"$3,549.96",589,,Libbejo Dr,Cincinnati,OH,"589 Libbejo Dr Cincinnati, OH","589 Libbejo Dr, Cincinnati, OH 45233, USA",-84.6414339,39.1036507,2009,5,119000
401,540-0100-0280-00,697 Libbejo Dr,1240,510,1961,07-06-2009,"$139,900",6,3,1,1,24547.0,WD - Warranty Deed (Conv),1,0.213,"$3,632.33",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,32070,0,146240,178310,0,0,0,"$3,632.33",697,,Libbejo Dr,Cincinnati,OH,"697 Libbejo Dr Cincinnati, OH","697 Libbejo Dr, Cincinnati, OH 45233, USA",-84.6409695,39.1062333,2009,7,139900
402,540-0100-0281-00,703 Libbejo Dr,1161,510,1961,03-13-2009,"$135,000",7,3,2,1,302815.0,SV - Survivorship Deed (Conv),1,0.181,"$5,026.45",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,30020,0,216980,247000,0,0,0,"$5,026.45",703,,Libbejo Dr,Cincinnati,OH,"703 Libbejo Dr Cincinnati, OH","703 Libbejo Dr, Cincinnati, OH 45233, USA",-84.6409242,39.1063793,2009,3,135000
403,540-0111-0068-00,5728 Fourson Dr,1080,510,1960,08-31-2009,"$117,000",5,3,1,1,,WE - Warranty Deed (EX),1,0.161,"$3,275.62",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,No,No,Yes,29100,0,126610,155710,0,0,0,"$3,275.62",5728,,Fourson Dr,Cincinnati,OH,"5728 Fourson Dr Cincinnati, OH","5728 Fourson Dr, Cincinnati, OH 45233, USA",-84.63744319999999,39.1070234,2009,8,117000
404,540-0111-0104-00,5884 Fourson Dr,1080,510,1963,07-06-2009,"$127,000",5,3,1,1,275214.0,WD - Warranty Deed (Conv),1,0.196,"$3,972.01",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,165900,195000,0,0,0,"$3,972.01",5884,,Fourson Dr,Cincinnati,OH,"5884 Fourson Dr Cincinnati, OH","5884 Fourson Dr, Cincinnati, OH 45233, USA",-84.64278279999999,39.1066735,2009,7,127000
405,540-0111-0157-00,832 Serben Dr,1107,510,1962,06-09-2009,"$128,000",6,3,2,0,23206.0,WD - Warranty Deed (Conv),1,0.273,"$3,390.03",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,33810,0,132550,166360,0,0,0,"$3,390.03",832,,Serben Dr,Cincinnati,OH,"832 Serben Dr Cincinnati, OH","832 Serben Dr, Cincinnati, OH 45233, USA",-84.6434232,39.1096682,2009,6,128000
406,540-0111-0163-00,839 Serben Dr,1247,510,1963,07-29-2009,"$135,000",6,3,1,1,25801.0,WD - Warranty Deed (Conv),1,0.306,"$3,928.55",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,163760,192860,0,0,0,"$3,928.55",839,,Serben Dr,Cincinnati,OH,"839 Serben Dr Cincinnati, OH","839 Serben Dr, Cincinnati, OH 45233, USA",-84.6437791,39.1092714,2009,7,135000
407,540-0111-0172-00,793 Serben Dr,1080,510,1963,06-09-2009,"$114,000",5,2,1,1,40011.0,WD - Warranty Deed (Conv),1,0.174,"$3,386.51",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,31120,0,135060,166180,0,0,0,"$3,386.51",793,,Serben Dr,Cincinnati,OH,"793 Serben Dr Cincinnati, OH","793 Serben Dr, Cincinnati, OH 45233, USA",-84.6420373,39.1089765,2009,6,114000
408,540-0111-0193-00,5889 Juvene Wy,1289,510,1963,05-20-2009,"$143,000",7,3,1,1,22337.0,WD - Warranty Deed (Conv),1,0.189,"$3,841.01",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,159470,188570,0,0,0,"$3,841.01",5889,,Juvene Wy,Cincinnati,OH,"5889 Juvene Wy Cincinnati, OH","5889 Juvene Way, Cincinnati, OH 45233, USA",-84.64318019999999,39.1077251,2009,5,143000
409,540-0111-0423-00,835 4 Neeb Rd,1215,550,1999,06-18-2009,"$116,000",5,2,2,0,221010.0,WD - Warranty Deed (Conv),2,0.0,"$2,796.04",65.017597,OAK HILLS LSD,54022 - OAK TREE CONDO,No,No,No,Yes,No,Yes,16500,0,120990,137490,134010,0,0,"$2,796.04",835,4,Neeb Rd,Cincinnati,OH,"835 Neeb Rd 4 Cincinnati, OH","835 Neeb Rd #4, Cincinnati, OH 45233, USA",-84.63802559999999,39.1104851,2009,6,116000
410,540-0111-0442-00,831 3 Neeb Rd,1279,550,1999,07-06-2009,"$104,000",5,2,2,0,24546.0,EXD - Executors Deed (Conv),2,0.0,"$2,889.36",65.017597,OAK HILLS LSD,54022 - OAK TREE CONDO,No,No,No,Yes,No,Yes,16500,0,125590,142090,142090,0,0,"$2,889.36",831,3,Neeb Rd,Cincinnati,OH,"831 Neeb Rd 3 Cincinnati, OH","831 Neeb Rd #3, Cincinnati, OH 45233, USA",-84.6384301,39.1101328,2009,7,104000
411,540-0111-0487-00,825 1 Neeb Rd,1215,550,2000,04-14-2009,"$112,000",4,2,2,0,185117.0,FD - Fiduciary Deed (Conv),2,0.0,"$2,798.94",65.017597,OAK HILLS LSD,54022 - OAK TREE CONDO,No,No,No,Yes,No,Yes,16500,0,121130,137630,137630,0,0,"$2,798.94",825,1,Neeb Rd,Cincinnati,OH,"825 Neeb Rd 1 Cincinnati, OH","825 Neeb Rd #1, Cincinnati, OH 45233, USA",-84.63764570000001,39.1097703,2009,4,112000
412,550-0010-0301-00,5737 Sprucewood Dr,1080,510,1956,07-21-2009,"$128,500",6,3,2,1,327311.0,WD - Warranty Deed (Conv),2,0.162,"$4,830.99",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32130,0,226970,259100,0,0,0,"$4,830.99",5737,,Sprucewood Dr,Cincinnati,OH,"5737 Sprucewood Dr Cincinnati, OH","5737 Sprucewood Dr, Cincinnati, OH 45239, USA",-84.58919829999999,39.1964149,2009,7,128500
413,550-0010-0325-00,3116 Locust Log Ln,1254,510,1955,05-21-2009,"$124,000",6,3,1,1,22354.0,EXD - Executors Deed (Conv),1,0.197,"$4,034.84",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,36430,0,180270,216700,0,0,0,"$4,034.84",3116,,Locust Log Ln,Cincinnati,OH,"3116 Locust Log Ln Cincinnati, OH","3116 Locust Log Ln, Cincinnati, OH 45239, USA",-84.5875751,39.19633,2009,5,124000
414,550-0010-0638-00,5666 Penway Ct,1274,510,1962,07-02-2009,"$119,900",5,2,2,1,358781.0,WD - Warranty Deed (Conv),1,0.277,"$3,749.59",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,35600,0,165280,200880,0,0,0,"$3,749.59",5666,,Penway Ct,Cincinnati,OH,"5666 Penway Ct Cincinnati, OH","5666 Penway Ct, Cincinnati, OH 45239, USA",-84.5814066,39.1947206,2009,7,119900
415,550-0021-0100-00,3041 North Bend Rd,1050,510,1887,08-04-2009,"$113,500",5,2,1,0,250556.0,WD - Warranty Deed (Conv),1,0.577,"$2,846.96",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,75170,0,77590,152760,0,0,0,"$2,846.96",3041,,North Bend Rd,Cincinnati,OH,"3041 North Bend Rd Cincinnati, OH","3041 N Bend Rd, Cincinnati, OH 45239, USA",-84.5851611,39.18937320000001,2009,8,113500
416,550-0041-0170-00,5030 Western Hills Ave,1127,510,1931,07-29-2009,"$133,000",6,3,1,1,241890.0,WD - Warranty Deed (Conv),1,0.172,"$3,699.09",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,No,Yes,No,Yes,35750,0,139250,175000,0,0,0,"$3,699.09",5030,,Western Hills Ave,Cincinnati,OH,"5030 Western Hills Ave Cincinnati, OH","5030 Western Hills Ave, Cincinnati, OH 45238, USA",-84.6086289,39.1217889,2009,7,133000
417,550-0061-0016-00,4410 North Bend Rd,1240,510,1980,07-14-2009,"$119,000",6,3,2,1,296329.0,WE - Warranty Deed (EX),3,0.229,"$3,383.33",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,Yes,No,No,No,Yes,30630,0,124890,155520,0,0,0,"$3,383.33",4410,,North Bend Rd,Cincinnati,OH,"4410 North Bend Rd Cincinnati, OH","4410 N Bend Rd, Cincinnati, OH 45211, USA",-84.6032589,39.1688802,2009,7,119000
418,550-0061-0035-00,4446 North Bend Rd,1240,510,1980,07-20-2009,"$119,500",6,3,2,1,183924.0,WD - Warranty Deed (Conv),2,0.216,"$3,243.59",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,No,No,Yes,No,Yes,25760,0,128470,154230,0,0,0,"$3,243.59",4446,,North Bend Rd,Cincinnati,OH,"4446 North Bend Rd Cincinnati, OH","4446 N Bend Rd, Cincinnati, OH 45211, USA",-84.6028905,39.169334,2009,7,119500
419,550-0061-0301-00,3641 Gailynn Dr,1276,510,1965,03-23-2009,"$127,000",6,3,2,1,182539.0,WD - Warranty Deed (Conv),2,0.147,"$4,848.75",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,No,No,Yes,No,Yes,22190,0,208750,230940,0,0,0,"$4,848.75",3641,,Gailynn Dr,Cincinnati,OH,"3641 Gailynn Dr Cincinnati, OH","3641 Gailynn Dr, Cincinnati, OH 45211, USA",-84.6107001,39.1684395,2009,3,127000
420,550-0062-0099-00,3610 Reemelin Rd,960,510,1951,07-14-2009,"$102,000",4,2,1,0,236163.0,WD - Warranty Deed (Conv),1,0.465,"$4,031.65",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,No,No,No,Yes,No,Yes,39290,0,126420,165710,0,0,0,"$4,031.65",3610,,Reemelin Rd,Cincinnati,OH,"3610 Reemelin Rd Cincinnati, OH","3610 Reemelin Rd, Cincinnati, OH 45211, USA",-84.6063925,39.1728566,2009,7,102000
421,550-0064-0137-00,3182 Mary Jane Dr,1260,510,1966,07-30-2009,"$126,900",5,3,1,2,25822.0,WD - Warranty Deed (Conv),1,0.148,"$3,701.55",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,No,No,Yes,No,Yes,23280,0,152840,176120,0,0,0,"$3,701.55",3182,,Mary Jane Dr,Cincinnati,OH,"3182 Mary Jane Dr Cincinnati, OH","3182 Mary Jane Dr, Cincinnati, OH 45211, USA",-84.6007922,39.1657051,2009,7,126900
422,550-0070-0457-00,5482 48 Asbury Lake Dr,1295,550,1998,07-30-2009,"$115,000",4,2,2,0,63492.0,WD - Warranty Deed (Conv),1,0.0,"$2,575.02",59.031069,NORTHWEST LSD (HAMILTON CO.),55069 - ASBURY LAKE CONDO,No,No,No,Yes,No,Yes,19000,0,118840,137840,136640,0,0,"$2,575.02",5482,48,Asbury Lake Dr,Cincinnati,OH,"5482 Asbury Lake Dr 48 Cincinnati, OH","5482 Asbury Lake Dr UNIT 48, Cincinnati, OH 45247, USA",-84.60500329999999,39.1909993,2009,7,115000
423,550-0070-0474-00,5492 63 Asbury Lake Dr,1259,550,1998,08-18-2009,"$110,000",4,2,2,0,300150.0,WD - Warranty Deed (Conv),1,0.0,"$3,004.28",59.031069,NORTHWEST LSD (HAMILTON CO.),55069 - ASBURY LAKE CONDO,No,No,No,Yes,No,Yes,19000,0,142000,161000,159750,0,0,"$3,004.28",5492,63,Asbury Lake Dr,Cincinnati,OH,"5492 Asbury Lake Dr 63 Cincinnati, OH","5492 Asbury Lake Dr UNIT 63, Cincinnati, OH 45247, USA",-84.6051203,39.1914178,2009,8,110000
424,550-0070-0507-00,5361 North Bend Crossing,1260,550,2000,03-26-2009,"$138,000",5,2,2,0,20141.0,WD - Warranty Deed (Conv),1,0.0,"$2,648.94",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,139120,168620,0,0,0,"$2,648.94",5361,,North Bend Crossing,Cincinnati,OH,"5361 North Bend Crossing Cincinnati, OH","5361 N Bend Crossing, Cincinnati, OH 45247, USA",-84.6084709,39.1880273,2009,3,138000
425,550-0070-0538-00,5245 North Bend Crossing,1263,550,2001,05-29-2009,"$124,500",5,2,2,0,243732.0,WD - Warranty Deed (Conv),1,0.0,"$2,024.46",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,105500,135000,0,0,0,"$2,024.46",5245,,North Bend Crossing,Cincinnati,OH,"5245 North Bend Crossing Cincinnati, OH","5245 N Bend Crossing, Cincinnati, OH 45247, USA",-84.608779,39.1873507,2009,5,124500
426,550-0070-0560-00,5173 North Bend Crossing,1263,550,2002,08-11-2009,"$115,000",5,2,2,0,323711.0,WD - Warranty Deed (Conv),1,0.0,"$2,981.72",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,No,Yes,No,Yes,29500,0,130500,160000,0,0,0,"$2,981.72",5173,,North Bend Crossing,Cincinnati,OH,"5173 North Bend Crossing Cincinnati, OH","5173 N Bend Crossing, Cincinnati, OH 45247, USA",-84.6087215,39.1869895,2009,8,115000
427,550-0070-0574-00,5111 North Bend Crossing,1260,550,2002,02-27-2009,"$101,000",5,2,2,0,155567.0,TE - Trustees Deed (EX),1,0.0,"$3,141.54",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,YES(11),No,No,Yes,No,Yes,29500,0,139120,168620,0,0,0,"$3,141.54",5111,,North Bend Crossing,Cincinnati,OH,"5111 North Bend Crossing Cincinnati, OH","5111 N Bend Crossing, Cincinnati, OH 45247, USA",-84.6080764,39.1865295,2009,2,101000
428,550-0070-0582-00,5123 North Bend Crossing,1260,550,2002,05-26-2009,"$131,500",5,2,2,0,22501.0,WD - Warranty Deed (Conv),1,0.0,"$3,141.54",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,No,Yes,No,Yes,29500,0,139120,168620,0,0,0,"$3,141.54",5123,,North Bend Crossing,Cincinnati,OH,"5123 North Bend Crossing Cincinnati, OH","5123 N Bend Crossing, Cincinnati, OH 45247, USA",-84.609078,39.186528,2009,5,131500
429,550-0080-0278-00,5719 Juliemarie Ct,1072,510,1958,05-04-2009,"$125,000",5,3,1,1,86050.0,WD - Warranty Deed (Conv),1,0.138,"$3,372.59",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,29270,0,151300,180570,0,0,0,"$3,372.59",5719,,Juliemarie Ct,Cincinnati,OH,"5719 Juliemarie Ct Cincinnati, OH","5719 Juliemarie Ct, Cincinnati, OH 45239, USA",-84.5967283,39.1955329,2009,5,125000
430,550-0080-0284-00,3442 Greenvalley Te,1118,510,1958,08-06-2009,"$125,000",6,3,2,0,275325.0,WD - Warranty Deed (Conv),1,0.156,"$4,105.43",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,29640,0,190360,220000,0,0,0,"$4,105.43",3442,,Greenvalley Te,Cincinnati,OH,"3442 Greenvalley Te Cincinnati, OH","3442 Greenvalley Terrace, Cincinnati, OH 45239, USA",-84.5967979,39.196714,2009,8,125000
431,550-0080-0407-00,3392 Citrus Ln,1164,510,1960,07-16-2009,"$131,000",5,2,1,0,253186.0,WD - Warranty Deed (Conv),1,0.186,"$3,168.52",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,YES(12),No,No,Yes,No,Yes,35600,0,134400,170000,0,0,0,"$3,168.52",3392,,Citrus Ln,Cincinnati,OH,"3392 Citrus Ln Cincinnati, OH","3392 Citrus Ln, Cincinnati, OH 45239, USA",-84.5964817,39.1930466,2009,7,131000
432,550-0081-0144-00,5750 Haubner Rd,1228,510,1938,06-18-2009,"$145,000",6,3,1,1,272790.0,QE - Quit Claim Deed (EX),2,0.194,"$2,855.93",59.031069,NORTHWEST LSD (HAMILTON CO.),55009 - GREEN 09,No,No,No,Yes,No,Yes,25340,0,127410,152750,0,0,0,"$2,855.93",5750,,Haubner Rd,Cincinnati,OH,"5750 Haubner Rd Cincinnati, OH","5750 Haubner Rd, Cincinnati, OH 45247, USA",-84.6026476,39.1976384,2009,6,145000
433,550-0081-0501-00,5755 J Cheviot Rd,1221,550,1994,02-10-2009,"$150,000",5,2,2,0,216634.0,WD - Warranty Deed (Conv),1,0.0,"$2,976.38",59.031069,NORTHWEST LSD (HAMILTON CO.),55090 - COVENTRY PL WEST CONDO,No,No,No,Yes,No,Yes,26500,0,133230,159730,0,0,0,"$2,976.38",5755,,J Cheviot Rd,Cincinnati,OH,"5755 J Cheviot Rd Cincinnati, OH","5755 Cheviot Rd, Cincinnati, OH 45247, USA",-84.6019508,39.1959155,2009,2,150000
434,550-0082-0106-00,5866 Giffindale Dr,972,510,1953,08-14-2009,"$129,000",6,3,2,0,66430.0,WD - Warranty Deed (Conv),1,0.188,"$3,304.09",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,33700,0,143160,176860,0,0,0,"$3,304.09",5866,,Giffindale Dr,Cincinnati,OH,"5866 Giffindale Dr Cincinnati, OH","5866 Giffindale Dr, Cincinnati, OH 45239, USA",-84.59168299999999,39.19948369999999,2009,8,129000
435,550-0082-0196-00,3312 Sumac Te,980,510,1956,07-14-2009,"$110,000",5,2,1,0,76343.0,WD - Warranty Deed (Conv),1,0.189,"$3,005.11",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32730,0,128070,160800,0,0,0,"$3,005.11",3312,,Sumac Te,Cincinnati,OH,"3312 Sumac Te Cincinnati, OH","3312 Sumac Terrace, Cincinnati, OH 45239, USA",-84.5924726,39.2007004,2009,7,110000
436,550-0082-0239-00,3237 Deborah Ln,1102,510,1962,07-21-2009,"$127,900",6,3,2,0,34146.0,WD - Warranty Deed (Conv),1,0.189,"$3,065.00",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32070,0,132370,164440,0,0,0,"$3,065.00",3237,,Deborah Ln,Cincinnati,OH,"3237 Deborah Ln Cincinnati, OH","3237 Deborah Ln, Cincinnati, OH 45239, USA",-84.59066179999999,39.2002138,2009,7,127900
437,550-0082-0506-00,5936 Seiler Dr,1296,510,1972,08-12-2009,"$122,000",4,2,2,0,354208.0,FD - Fiduciary Deed (Conv),1,0.225,"$3,261.27",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,Yes,Yes,No,Yes,37490,0,163610,201100,0,0,0,"$3,261.27",5936,,Seiler Dr,Cincinnati,OH,"5936 Seiler Dr Cincinnati, OH","5936 Seiler Dr, Cincinnati, OH 45239, USA",-84.5951734,39.2008613,2009,8,122000
438,550-0092-0168-00,5899 Farlook Dr,1291,510,1961,07-29-2009,"$155,000",4,2,1,0,25738.0,FD - Fiduciary Deed (Conv),1,1.323,"$4,096.94",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,No,No,No,Yes,No,Yes,66790,0,152870,219660,0,0,0,"$4,096.94",5899,,Farlook Dr,Cincinnati,OH,"5899 Farlook Dr Cincinnati, OH","5899 Farlook Dr, Cincinnati, OH 45247, USA",-84.6129701,39.2005329,2009,7,155000
439,550-0094-0024-00,5030 West Fork Rd,1295,510,1964,07-13-2009,"$131,320",5,3,2,0,31624.0,WD - Warranty Deed (Conv),1,0.585,"$3,637.05",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,YES(10),No,No,Yes,No,Yes,47770,0,147020,194790,0,0,0,"$3,637.05",5030,,West Fork Rd,Cincinnati,OH,"5030 West Fork Rd Cincinnati, OH","5030 W Fork Rd, Cincinnati, OH 45247, USA",-84.62187399999999,39.1941035,2009,7,131320
440,550-0102-0306-00,5340 47 Meadow Walk Ln,1212,550,2000,02-06-2009,"$100,000",5,2,2,0,18446.0,WD - Warranty Deed (Conv),1,0.0,"$2,607.32",59.031069,NORTHWEST LSD (HAMILTON CO.),550101 - MEADOW WALK EAST CONDO,No,No,No,Yes,No,Yes,28800,0,110780,139580,139580,0,0,"$2,607.32",5340,47,Meadow Walk,Cincinnati,OH,"5340 Meadow Walk 47 Cincinnati, OH","5340 Meadow Walk #47, Cincinnati, OH 45247, USA",-84.61041920000001,39.1878,2009,2,100000
441,550-0113-0050-00,4109 Westwood Northern Bv,1086,510,1958,05-29-2009,"$115,000",5,2,1,1,139961.0,WD - Warranty Deed (Conv),1,0.168,"$2,332.59",56.861067,OAK HILLS LSD,55006 - GREEN 06,YES(13),No,No,Yes,No,Yes,28780,0,101850,130630,0,0,0,"$2,332.59",4109,,Westwood Northern Bv,Cincinnati,OH,"4109 Westwood Northern Bv Cincinnati, OH","4109 Westwood Northern Blvd, Cincinnati, OH 45211, USA",-84.6184469,39.1654925,2009,5,115000
442,550-0120-0058-00,4442 Grove Ave,1063,510,1929,07-13-2009,"$129,000",6,3,2,0,83678.0,WD - Warranty Deed (Conv),1,0.362,"$2,582.03",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,39290,0,105260,144550,0,0,0,"$2,582.03",4442,,Grove Ave,Cincinnati,OH,"4442 Grove Ave Cincinnati, OH","4442 Grove Ave, Cincinnati, OH 45211, USA",-84.6263547,39.1562833,2009,7,129000
443,550-0120-0257-00,4317 Dalehurst Dr,1186,510,1952,06-09-2009,"$113,000",5,2,1,0,107602.0,WD - Warranty Deed (Conv),1,0.165,"$2,628.33",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,33100,0,114260,147360,0,0,0,"$2,628.33",4317,,Dalehurst Dr,Cincinnati,OH,"4317 Dalehurst Dr Cincinnati, OH","4317 Dalehurst Dr, Cincinnati, OH 45211, USA",-84.62242719999999,39.1551216,2009,6,113000
444,550-0121-0442-00,4340 Brookdale Dr,928,510,1952,08-18-2009,"$120,000",6,2,1,0,26779.0,WD - Warranty Deed (Conv),1,0.143,"$2,285.07",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,30590,0,97420,128010,0,0,0,"$2,285.07",4340,,Brookdale Dr,Cincinnati,OH,"4340 Brookdale Dr Cincinnati, OH","4340 Brookdale Dr, Cincinnati, OH 45211, USA",-84.6227431,39.1564037,2009,8,120000
