,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,ST_NUM,APT_NUM,ST_NAME,new_address,latitude,longitude,num_amount,year,month,missing_house_number,corrected_address,city
408,612-0010-0001-00,"8999 Cherry St, Cincinnati, OH 45242, USA",1078,510,1949,06-14-2019,"$150,000",6,4,1,0,214658.0,WD - Warranty Deed (Conv),1,0.209,"$3,332.84",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,89880,0,126680,216560,0,0,0,"$1,667.93",8999,,Cherry St,8999 Cherry St,39.2216763,-84.3821517,150000,2019,6,8999.0,,Cincinnati
409,612-0010-0126-00,"4662 Elizabeth Pl, Blue Ash, OH 45242, USA",1107,510,1963,06-14-2019,"$200,000",5,3,1,1,289542.0,QE - Quit Claim Deed (EX),1,0.195,"$3,298.43",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,No,Yes,No,Yes,53330,0,168120,221450,0,0,0,"$1,652.24",4662,,Elizabeth Pl,4662 Elizabeth Pl,39.21887,-84.3816319,200000,2019,6,4662.0,,Blue Ash
410,612-0010-0132-00,"8889 Brittany Dr, Cincinnati, OH 45242, USA",1426,510,1963,06-10-2019,"$280,000",6,2,2,0,279699.0,WD - Warranty Deed (Conv),1,0.191,"$4,815.71",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,No,Yes,No,Yes,50740,0,272760,323500,0,0,0,"$2,410.88",8889,,Brittany Dr,8889 Brittany Dr,39.2195894,-84.3811406,280000,2019,6,8889.0,,Cincinnati
411,612-0030-0300-00,"6561 Donjoy Dr, Cincinnati, OH 45242, USA",1432,510,1959,06-25-2019,"$287,000",6,3,2,1,234709.0,WD - Warranty Deed (Conv),1,0.352,"$6,054.21",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,No,No,Yes,58750,0,334620,393370,0,0,0,"$3,030.13",6561,,Donjoy Dr,6561 Donjoy Dr,39.2257139,-84.37054630000002,287000,2019,6,6561.0,,Cincinnati
412,612-0030-0467-00,"9348 Towne Square Ave Ste 5, Blue Ash, OH 45242, USA",1375,550,2008,06-07-2019,"$284,084",5,2,2,1,278755.0,WD - Warranty Deed (Conv),1,0.0,"$4,834.18",47.604103,SYCAMORE CSD,61252 - TOWNE SQUARE LOFTS CONDOS,YES(11),No,No,Yes,No,Yes,59000,0,266000,325000,0,0,0,"$2,418.30",9348,5,Towne Square Ave,9348 Towne Square Ave 5,39.227419,-84.376087,284084,2019,6,9348.0,,Blue Ash
413,612-0040-0049-00,"4923 Prospect Ave, Cincinnati, OH 45242, USA",818,510,1951,06-17-2019,"$140,000",4,2,1,0,205783.0,TR - Trustees Deed (Conv),2,0.173,"$2,713.40",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,97990,181990,0,0,0,"$1,358.21",4923,,Prospect Ave,4923 Prospect Ave,39.2346478,-84.373149,140000,2019,6,4923.0,,Cincinnati
414,612-0040-0140-00,"4926 Laurel Ave, Cincinnati, OH 45242, USA",1279,510,1939,06-17-2019,"$180,000",6,4,2,0,205845.0,WD - Warranty Deed (Conv),2,0.174,"$3,278.55",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84840,0,134950,219790,0,0,0,"$1,642.30",4926,,Laurel Ave,4926 Laurel Ave,39.23302150000001,-84.3732003,180000,2019,6,4926.0,,Cincinnati
415,612-0040-0405-00,"9460 Wynnecrest Dr, Cincinnati, OH 45242, USA",1064,510,1956,04-09-2019,"$196,000",6,3,1,1,199289.0,WD - Warranty Deed (Conv),1,0.205,"$3,210.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,95760,0,119500,215260,0,0,0,"$1,608.27",9460,,Wynnecrest Dr,9460 Wynnecrest Dr,39.22871689999999,-84.3729063,196000,2019,4,9460.0,,Cincinnati
416,612-0050-0062-00,"9663 West Ave, Cincinnati, OH 45242, USA",1258,510,1950,05-23-2019,"$169,000",4,2,1,0,203177.0,WD - Warranty Deed (Conv),1,0.175,"$3,232.19",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,85680,0,124140,209820,0,0,0,"$1,619.12",9663,,West Ave,9663 West Ave,39.2338457,-84.3834196,169000,2019,5,9663.0,,Cincinnati
417,612-0050-0450-00,"9664 West Ave, Cincinnati, OH 45242, USA",858,510,1951,06-05-2019,"$143,000",5,2,1,0,254554.0,WD - Warranty Deed (Conv),1,0.168,"$2,919.97",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,81920,0,114080,196000,0,0,0,"$1,463.01",9664,,West Ave,9664 West Ave,39.233776,-84.3829729,143000,2019,6,9664.0,,Cincinnati
418,612-0060-0366-00,"9320 Blue Ash Rd, Cincinnati, OH 45242, USA",1194,510,1940,05-08-2019,"$154,000",6,3,1,0,201848.0,WD - Warranty Deed (Conv),1,0.234,"$3,149.73",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,95100,0,115880,210980,0,0,0,"$1,577.89",9320,,Blue Ash Rd,9320 Blue Ash Rd,39.2274,-84.38050899999999,154000,2019,5,9320.0,,Cincinnati
419,612-0070-0122-00,"4370 Victor Ave, Cincinnati, OH 45242, USA",1440,510,1953,05-14-2019,"$264,000",6,3,2,0,316266.0,WD - Warranty Deed (Conv),1,0.138,"$4,390.51",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,219300,294900,0,0,0,"$2,198.28",4370,,Victor Ave,4370 Victor Ave,39.229252,-84.3898701,264000,2019,5,4370.0,,Cincinnati
420,612-0070-0137-00,"4389 Victor Ave, Cincinnati, OH 45242, USA",1184,510,1953,05-09-2019,"$141,100",6,4,2,0,203669.0,WE - Warranty Deed (EX),1,0.138,"$3,148.73",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,75600,0,128800,204400,0,0,0,"$1,577.39",4389,,Victor Ave,4389 Victor Ave,39.2288129,-84.389422,141100,2019,5,4389.0,,Cincinnati
421,612-0070-0144-00,"9384 Canary Ct, Cincinnati, OH 45242, USA",1184,510,1954,04-01-2019,"$205,000",6,4,2,0,198493.0,WD - Warranty Deed (Conv),1,0.138,"$3,186.81",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,138210,213810,0,0,0,"$1,596.43",9384,,Canary Ct,9384 Canary Ct,39.2287632,-84.3888467,205000,2019,4,9384.0,,Cincinnati
422,612-0070-0145-00,"4413 Victor Ave, Cincinnati, OH 45242, USA",1184,510,1953,05-22-2019,"$195,000",6,4,1,0,203078.0,SV - Survivorship Deed (Conv),1,0.138,"$3,600.23",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,165940,241540,0,0,0,"$1,803.14",4413,,Victor Ave,4413 Victor Ave,39.2287498,-84.38871449999999,195000,2019,5,4413.0,,Cincinnati
423,612-0090-0198-00,"9787 Troon Ct, Blue Ash, OH 45241, USA",1292,550,1982,05-03-2019,"$217,500",5,2,2,1,304804.0,WD - Warranty Deed (Conv),1,0.0,"$4,764.62",47.604103,SYCAMORE CSD,61214 - TROON VILLAGE CONDO,No,No,No,Yes,No,Yes,25200,0,294800,320000,0,0,0,"$2,383.52",9787,,Troon Ct,9787 Troon Ct,39.2374959,-84.3980021,217500,2019,5,9787.0,,Blue Ash
424,612-0090-0226-00,"9752 Troon Ct #3a, Blue Ash, OH 45236, USA",1296,550,1993,04-23-2019,"$299,900",5,2,2,1,200450.0,WD - Warranty Deed (Conv),1,0.0,"$5,683.30",47.604103,SYCAMORE CSD,61242 - TROON VILLAGE TOWNHOME CONDO,No,No,No,Yes,No,Yes,45000,0,337100,382100,0,0,0,"$2,842.86",9752,3A,Troon Ct,9752 Troon Ct 3A,39.2372066,-84.396891,299900,2019,4,9752.0,,Blue Ash
425,612-0100-0046-00,"9581 Waxwing Dr, Cincinnati, OH 45241, USA",1320,510,1956,06-10-2019,"$196,150",6,3,1,0,271710.0,FD - Fiduciary Deed (Conv),1,0.757,"$3,096.45",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,YES(10),Yes,No,No,No,Yes,70780,0,130220,201000,0,0,0,"$1,551.25",9581,,Waxwing Dr,9581 Waxwing Dr,39.234915,-84.40882900000001,196150,2019,6,9581.0,,Cincinnati
426,612-0100-0113-00,"3566 Cooper Rd, Cincinnati, OH 45241, USA",1344,510,1965,04-26-2019,"$155,000",5,3,2,0,275240.0,WD - Warranty Deed (Conv),1,0.64,"$4,986.49",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,Yes,No,Yes,53200,0,281800,335000,0,0,0,"$2,496.27",3566,,Cooper Rd,3566 Cooper Rd,39.235672,-84.411169,155000,2019,4,3566.0,,Cincinnati
427,612-0180-0186-00,"10793 Fallsington Ct, Cincinnati, OH 45242, USA",1368,555,1984,06-04-2019,"$190,000",6,3,2,2,335231.0,WD - Warranty Deed (Conv),1,0.041,"$3,335.58",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,YES(13),No,No,Yes,No,Yes,30000,0,194200,224200,0,0,0,"$1,669.00",10793,,Fallsington Ct,10793 Fallsington Ct,39.2572294,-84.3605324,190000,2019,6,10793.0,,Cincinnati
428,620-0190-0650-00,"12000 Carrington Ln Apt 102, Loveland, OH 45140, USA",1112,550,1995,04-16-2019,"$115,000",5,2,2,0,199877.0,WD - Warranty Deed (Conv),1,0.0,"$2,611.36",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,YES(97),No,No,Yes,No,Yes,20400,0,134070,154470,0,0,0,"$1,308.70",12000,102,Carrington Ln,12000 Carrington Ln 102,39.2869147,-84.2990361,115000,2019,4,12000.0,,Loveland
429,620-0190-0685-00,"12051 Carrington Ln Unit 102, Loveland, OH 45140, USA",1450,550,1995,05-06-2019,"$140,500",6,2,2,0,298913.0,WD - Warranty Deed (Conv),1,0.0,"$3,298.36",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,YES(13),No,No,Yes,No,Yes,20400,0,174600,195000,0,0,0,"$1,652.20",12051,102,Carrington Ln,12051 Carrington Ln 102,39.288627,-84.2990987,140500,2019,5,12051.0,,Loveland
430,620-0190-0742-00,"11971 Olde Dominion Dr APT 4, Cincinnati, OH 45249, USA",1064,550,1996,04-09-2019,"$142,000",5,2,2,0,202848.0,QE - Quit Claim Deed (EX),1,0.0,"$3,023.10",53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,No,Yes,No,No,No,Yes,26300,0,146980,173280,0,0,0,"$1,514.57",11971,4,Olde Dominion Dr,11971 Olde Dominion Dr 4,39.28806360000001,-84.30912699999999,142000,2019,4,11971.0,,Cincinnati
431,620-0190-0751-00,"12001 Carrington Ln Apt 102, Loveland, OH 45140, USA",1450,550,1996,06-17-2019,"$125,000",6,2,2,0,205822.0,SV - Survivorship Deed (Conv),1,0.0,"$2,911.32",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,151850,172250,0,0,0,"$1,458.68",12001,102,Carrington Ln,12001 Carrington Ln 102,39.2868852,-84.29868379999999,125000,2019,6,12001.0,,Loveland
432,620-0190-0787-00,"11983 Olde Dominion Dr APT 3, Cincinnati, OH 45249, USA",1136,550,1997,04-25-2019,"$151,500",5,2,2,0,202849.0,QE - Quit Claim Deed (EX),1,0.0,"$3,227.06",53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,YES(15),Yes,No,No,No,Yes,26300,0,158690,184990,0,0,0,"$1,616.55",11983,3,Olde Dominion Dr,11983 Olde Dominion Dr 3,39.2887741,-84.3092319,151500,2019,4,11983.0,,Cincinnati
433,620-0190-0808-00,"12074 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1997,04-15-2019,"$193,500",6,3,2,0,199704.0,WD - Warranty Deed (Conv),1,0.0,"$4,023.00",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,No,No,Yes,40600,0,190120,230720,0,0,0,"$2,014.52",12074,,Maxim Ave,12074 Maxim Ave,39.2900189,-84.3102948,193500,2019,4,12074.0,,Cincinnati
434,620-0210-0538-00,"11564 Symmes Gate Ln, Cincinnati, OH 45249, USA",1485,550,1986,05-03-2019,"$151,000",6,3,2,1,201418.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,069.90",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,151710,181810,0,0,0,"$1,537.97",11564,,Symmes Gate Ln,11564 Symmes Gate Ln,39.278278,-84.326526,151000,2019,5,11564.0,,Cincinnati
435,621-0024-0030-00,"420 Carrington Ln Apartment 103, Loveland, OH 45140, USA",1450,550,1992,05-20-2019,"$136,000",6,2,2,0,202793.0,WD - Warranty Deed (Conv),1,0.0,"$3,124.30",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,172840,184840,0,0,0,"$1,562.15",420,103,Carrington Ln,420 Carrington Ln 103,39.2872239,-84.2994678,136000,2019,5,420.0,,Loveland
436,621-0024-0085-00,"220 Carrington Pl #104, Loveland, OH 45140, USA",1112,550,1992,05-24-2019,"$120,000",5,2,2,0,203392.0,WD - Warranty Deed (Conv),1,0.0,"$2,692.38",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,147270,159270,0,0,0,"$1,346.19",220,104,Carrington Pl,220 Carrington Pl 104,39.2874557,-84.30125040000001,120000,2019,5,220.0,,Loveland
437,621-0024-0173-00,"620 Carrington Ln #310, Cincinnati, OH 45249, USA",1112,550,1993,05-03-2019,"$109,000",5,2,2,0,201435.0,WD - Warranty Deed (Conv),1,0.0,"$2,709.02",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,148220,160220,0,0,0,"$1,354.51",620,310,Carrington Ln,620 Carrington Ln 310,39.2869214,-84.29944569999999,109000,2019,5,620.0,,Cincinnati
438,621-0024-0174-00,"620 Carrington Ln #311, Cincinnati, OH 45249, USA",1450,550,1993,06-27-2019,"$130,000",6,3,2,0,297868.0,WD - Warranty Deed (Conv),1,0.0,"$3,127.38",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,173000,185000,0,0,0,"$1,563.69",620,311,Carrington Ln,620 Carrington Ln 311,39.2869214,-84.29944569999999,130000,2019,6,620.0,,Cincinnati
439,621-0024-0188-00,"720 Carrington Pl Apt 101, Loveland, OH 45140, USA",1112,550,1993,04-16-2019,"$115,000",5,2,2,0,303385.0,WE - Warranty Deed (EX),3,0.0,"$2,785.00",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,Yes,No,No,No,No,12000,0,147560,159560,0,0,0,"$1,392.50",720,101,Carrington Pl,720 Carrington Pl 101,39.286478,-84.2998731,115000,2019,4,720.0,,Loveland
440,621-0024-0191-00,"720 Carrington Pl Apt 104, Loveland, OH 45140, USA",1112,550,1993,04-12-2019,"$120,000",5,2,2,0,199618.0,WD - Warranty Deed (Conv),1,0.0,"$2,697.94",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,147560,159560,0,0,0,"$1,348.97",720,104,Carrington Pl,720 Carrington Pl 104,39.286478,-84.2998731,120000,2019,4,720.0,,Loveland
441,525-0001-0001-00,"7115 Thomas Dr, Cincinnati, OH 45243, USA",1382,510,1952,05-28-2020,"$266,000",5,3,1,1,234875.0,WD - Warranty Deed (Conv),1,0.457,"$7,274.00",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,175700,0,182360,358060,0,0,0,"$3,640.48",7115,,Thomas Dr,7115 Thomas Dr,39.192268,-84.357891,266000,2020,5,7115.0,,Cincinnati
442,525-0001-0171-00,"7248 Rita Ln, Cincinnati, OH 45243, USA",850,510,1950,05-12-2020,"$137,500",6,2,1,0,233650.0,WD - Warranty Deed (Conv),1,0.193,"$5,227.78",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,123770,0,124630,248400,0,0,0,$0.00,7248,,Rita Ln,7248 Rita Ln,39.1942265,-84.35598,137500,2020,5,7248.0,,Cincinnati
443,525-0001-0406-00,"7279 Jethve Ln, Cincinnati, OH 45243, USA",1479,510,1953,04-06-2020,"$271,000",7,4,2,0,331003.0,WD - Warranty Deed (Conv),1,0.186,"$6,381.62",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,191690,314190,0,0,0,"$6,381.62",7279,,Jethve Ln,7279 Jethve Ln,39.1970779,-84.3598118,271000,2020,4,7279.0,,Cincinnati
444,525-0003-0237-00,"7365 Southside Ave, Madeira, OH 45243, USA",1261,510,1942,06-10-2020,"$256,250",6,3,1,1,235933.0,WD - Warranty Deed (Conv),1,0.193,"$5,973.00",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,121800,0,171960,293760,0,0,0,"$2,989.98",7365,,Southside Ave,7365 Southside Ave,39.187821,-84.36851879999999,256250,2020,6,7365.0,,Madeira
445,525-0003-0397-00,"7427 Southside Ave, Cincinnati, OH 45243, USA",1137,510,1948,04-16-2020,"$245,000",6,3,2,0,231916.0,WD - Warranty Deed (Conv),1,0.196,"$5,886.44",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122960,0,166600,289560,0,0,0,"$2,944.96",7427,,Southside Ave,7427 Southside Ave,39.1875142,-84.3655208,245000,2020,4,7427.0,,Cincinnati
446,525-0007-0187-00,"7231 Iuka Ave, Cincinnati, OH 45243, USA",1353,510,1948,06-29-2020,"$295,000",6,3,2,0,237317.0,WD - Warranty Deed (Conv),1,0.161,"$5,993.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,181320,295000,0,0,0,"$3,000.34",7231,,Iuka Ave,7231 Iuka Ave,39.1928485,-84.3555708,295000,2020,6,7231.0,,Cincinnati
447,525-0007-0236-00,"7319 Osceola Dr, Cincinnati, OH 45243, USA",1221,510,1949,06-03-2020,"$265,000",6,4,2,0,235179.0,WD - Warranty Deed (Conv),1,0.142,"$7,039.18",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,242120,346520,0,0,0,"$3,523.07",7319,,Osceola Dr,7319 Osceola Dr,39.1960544,-84.3539991,265000,2020,6,7319.0,,Cincinnati
448,525-0010-0148-00,"7906 Dee St, Cincinnati, OH 45243, USA",1258,510,1952,04-03-2020,"$261,000",6,3,1,1,230955.0,WD - Warranty Deed (Conv),1,0.162,"$6,123.00",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,187590,301270,0,0,0,"$3,063.24",7906,,Dee St,7906 Dee St,39.1987985,-84.357717,261000,2020,4,7906.0,,Cincinnati
449,525-0010-0165-00,"7904 Locust Ln, Cincinnati, OH 45243, USA",1258,510,1953,06-08-2020,"$293,500",5,2,1,0,310133.0,SV - Survivorship Deed (Conv),1,0.166,"$7,421.96",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,251320,365000,0,0,0,"$3,714.46",7904,,Locust Ln,7904 Locust Ln,39.1997229,-84.3577985,293500,2020,6,7904.0,,Cincinnati
450,525-0012-0023-00,"7900 Maple Leaf Dr, Cincinnati, OH 45243, USA",1258,510,1953,04-16-2020,"$165,000",4,2,1,0,259801.0,WD - Warranty Deed (Conv),1,0.137,"$6,711.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,225600,330000,0,0,0,"$3,359.04",7900,,Mapleleaf Dr,7900 Mapleleaf Dr,39.2015304,-84.3579769,165000,2020,4,7900.0,,Cincinnati
451,525-0012-0090-00,"7821 Greenbriar Ln, Cincinnati, OH 45243, USA",1149,510,1954,04-08-2020,"$249,000",5,3,1,0,231272.0,WD - Warranty Deed (Conv),1,0.138,"$5,440.38",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,104400,0,154100,258500,0,0,0,"$2,723.67",7821,,Greenbriar Ln,7821 Greenbriar Ln,39.2019157,-84.35848969999999,249000,2020,4,7821.0,,Cincinnati
452,525-0014-0024-00,"6752 Rosecrest Ave, Cincinnati, OH 45243, USA",1020,510,1941,06-17-2020,"$215,000",5,2,1,0,236497.0,WD - Warranty Deed (Conv),1,0.258,"$5,251.94",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,No,Yes,113270,0,136460,249730,0,0,0,"$2,627.71",6752,,Rose Crest Ave,6752 Rose Crest Ave,39.1872778,-84.3748839,215000,2020,6,6752.0,,Cincinnati
453,525-0014-0082-00,"7396 Dawson Rd, Cincinnati, OH 45243, USA",951,510,1939,04-21-2020,"$185,000",5,3,1,0,232229.0,WD - Warranty Deed (Conv),1,0.815,"$4,841.62",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,128800,0,109420,238220,0,0,0,"$2,424.29",7396,,Dawson Rd,7396 Dawson Rd,39.187511,-84.371268,185000,2020,4,7396.0,,Cincinnati
454,525-0015-0043-00,"6652 Dawson Rd, Cincinnati, OH 45243, USA",1366,510,1942,04-07-2020,"$260,000",6,3,1,1,231238.0,TR - Trustees Deed (Conv),1,0.858,"$7,741.52",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,No,Yes,221980,0,146020,368000,0,0,0,"$3,874.24",6652,,Dawson Rd,6652 Dawson Rd,39.186685,-84.378046,260000,2020,4,6652.0,,Cincinnati
455,592-0001-0048-00,"33 W Charlotte Ave, Cincinnati, OH 45215, USA",1247,510,1967,06-26-2020,"$140,900",6,3,2,1,258947.0,WD - Warranty Deed (Conv),1,0.266,"$5,980.38",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,87870,0,224130,312000,0,0,0,"$2,990.19",33,,W Charlotte Ave,33 W Charlotte Ave,39.24090530000001,-84.4730237,140900,2020,6,33.0,,Cincinnati
456,592-0001-0071-00,"73 Vermont Ave, Cincinnati, OH 45215, USA",1469,510,1937,04-01-2020,"$232,500",6,3,2,0,230815.0,WD - Warranty Deed (Conv),2,0.306,"$5,754.22",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,105440,0,194780,300220,0,0,0,"$2,877.11",73,,Vermont Ave,73 Vermont Ave,39.2396979,-84.4750873,232500,2020,4,73.0,,Cincinnati
457,592-0001-0180-00,"135 Vermont Ave, Cincinnati, OH 45215, USA",1146,510,1951,06-05-2020,"$269,000",5,2,2,0,235466.0,WD - Warranty Deed (Conv),1,0.285,"$4,972.12",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,99470,0,159930,259400,0,0,0,"$2,486.06",135,,Vermont Ave,135 Vermont Ave,39.2399131,-84.4773862,269000,2020,6,135.0,,Cincinnati
458,592-0002-0226-00,"15 Vale Ave APT 8, Cincinnati, OH 45215, USA",1458,550,1974,05-07-2020,"$101,000",5,2,2,0,352251.0,WD - Warranty Deed (Conv),1,0.0,"$2,988.54",61.983774,WYOMING CSD,59213 - WYOMING CONDO,No,No,No,Yes,No,No,19500,0,136400,155900,0,0,0,"$1,494.27",15,8,Vale Ave,15 Vale Ave 8,39.23847629999999,-84.47112489999999,101000,2020,5,15.0,,Cincinnati
459,592-0005-0145-00,"1125 Burns Ave, Cincinnati, OH 45215, USA",1088,510,1950,05-06-2020,"$205,900",5,2,1,0,233273.0,WD - Warranty Deed (Conv),1,0.2,"$3,949.36",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,40100,0,165420,205520,0,0,0,"$1,974.68",1125,,Burns Ave,1125 Burns Ave,39.23600589999999,-84.46816410000001,205900,2020,5,1125.0,,Cincinnati
460,592-0006-0017-00,"1058 Burns Ave, Cincinnati, OH 45215, USA",1196,510,1941,04-06-2020,"$146,000",5,2,1,0,231058.0,WD - Warranty Deed (Conv),1,0.172,"$4,462.40",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,No,No,No,53000,0,171430,224430,0,0,0,"$2,231.20",1058,,Burns Ave,1058 Burns Ave,39.2345423,-84.4674958,146000,2020,4,1058.0,,Cincinnati
461,592-0011-0097-00,"47 Euclid Ave, Cincinnati, OH 45215",1216,510,1949,05-07-2020,"$192,500",4,2,1,1,233309.0,WD - Warranty Deed (Conv),1,0.229,"$5,248.14",61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,No,99900,0,173880,273780,0,0,0,"$2,624.07",47,,Euclid Ave,47 Euclid Ave,39.2193628,-84.4756285,192500,2020,5,,1.0,Cincinnati
462,592-0023-0127-00,"43 Evergreen Cir, Cincinnati, OH 45215, USA",1209,555,1984,04-13-2020,"$184,500",5,2,2,0,342767.0,QE - Quit Claim Deed (EX),1,0.101,"$3,900.38",61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,No,32500,0,170970,203470,0,0,0,"$1,950.19",43,,Evergreen Cr,43 Evergreen Cr,39.2447307,-84.4745682,184500,2020,4,43.0,,Cincinnati
463,600-0030-0291-00,"10859 Lakehurst Ct, Cincinnati, OH 45242, USA",1480,550,1978,04-16-2020,"$153,500",7,4,2,1,231942.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,222.20",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,188450,207750,0,0,0,"$1,614.12",10859,,Lakehurst Ct,10859 Lakehurst Ct,39.2624252,-84.3445946,153500,2020,4,10859.0,,Cincinnati
464,600-0030-0381-00,"10940 Barrington Ct, Cincinnati, OH 45242, USA",1082,550,1979,06-30-2020,"$145,000",6,2,1,1,307840.0,WE - Warranty Deed (EX),1,0.0,"$2,327.98",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,No,No,Yes,19300,0,125700,145000,0,0,0,"$1,167.01",10940,,Barrington Ct,10940 Barrington Ct,39.2635688,-84.344115,145000,2020,6,10940.0,,Cincinnati
465,603-0001-0142-00,"9703 Bunker Hill Ln, Montgomery, OH 45242, USA",1368,550,1970,06-12-2020,"$165,000",6,3,2,1,236179.0,WD - Warranty Deed (Conv),1,0.0,"$3,765.67",55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,No,No,No,Yes,No,Yes,20000,0,194050,214050,0,0,0,"$1,883.75",9703,,Bunker Hill Ln,9703 Bunker Hill Ln,39.2321327,-84.35388999999999,165000,2020,6,9703.0,,Montgomery
