,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,new_address,formatted_address,longitude,latitude,num_amount,year,month,missing_house_number,city
687,621-0010-0001-00,1500 W Loveland Ave,1187,510,1954,06-01-2017,"$185,000",6,3,1,1,237793.0,QE - Quit Claim Deed (EX),1,0.786,"$4,398.66",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,74800,0,157010,231810,0,0,0,"$2,199.33",1500,,W Loveland Ave,1500 W Loveland Ave,"1500 W Loveland Ave, Loveland, OH 45140, USA",-84.279428,39.271918,185000,2017,6,1500,
688,621-0012-0010-00,125 Brandenberg Dr,1350,510,1961,06-13-2017,"$147,000",6,4,2,0,270470.0,WD - Warranty Deed (Conv),1,0.241,"$4,316.80",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,54520,0,172980,227500,0,0,0,"$2,158.40",125,,Brandenberg Dr,125 Brandenberg Dr,"125 Brandenburg Rd, Loveland, OH 45140, USA",-84.2910553,39.2699654,147000,2017,6,125,
689,621-0012-0048-00,1737 Wittenberg Dr,1418,510,1960,05-01-2017,"$110,000",6,3,1,1,323729.0,WD - Warranty Deed (Conv),1,0.241,"$3,632.76",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,No,No,No,54520,0,130480,185000,0,0,0,"$1,816.38",1737,,Wittenberg Dr,1737 Wittenberg Dr,"1737 Wittenberg Dr, Loveland, OH 45140, USA",-84.2892048,39.2706026,110000,2017,5,1737,
690,621-0012-0071-00,1819 Stockton Dr,1200,510,1966,04-19-2017,"$140,000",6,3,1,1,138097.0,SV - Survivorship Deed (Conv),1,0.242,"$3,754.86",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,54520,0,143130,197650,0,0,0,"$1,877.43",1819,,Stockton Dr,1819 Stockton Dr,"1819 Stockton Dr, Loveland, OH 45140, USA",-84.2915282,39.27255640000001,140000,2017,4,1819,
691,621-0012-0130-00,1713 Stockton Dr,1285,510,1962,05-02-2017,"$137,000",6,3,2,0,264918.0,WD - Warranty Deed (Conv),1,0.297,"$4,022.94",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,56840,0,155160,212000,0,0,0,"$2,011.47",1713,,Stockton Dr,1713 Stockton Dr,"1713 Stockton Dr, Loveland, OH 45140, USA",-84.2898216,39.2725334,137000,2017,5,1713,
692,621-0012-0242-00,1931 Heidelberg Dr,1447,510,1967,06-21-2017,"$200,000",5,3,1,1,143955.0,SV - Survivorship Deed (Conv),1,0.239,"$4,842.16",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,54520,0,200660,255180,0,0,0,"$2,421.08",1931,,Heidelberg Dr,1931 Heidelberg Dr,"1931 Heidelberg Dr, Loveland, OH 45140, USA",-84.29613359999999,39.2760168,200000,2017,6,1931,
693,621-0014-0115-00,5059 226 Bristol Ct,912,550,1992,06-05-2017,"$167,000",6,2,2,1,214107.0,WD - Warranty Deed (Conv),1,0.0,"$3,956.80",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,188510,208510,0,0,0,"$1,978.40",5059,226,Bristol Ct,5059 Bristol Ct 226,"5059 Bristol Ct, Loveland, OH 45140, USA",-84.3031586,39.2725005,167000,2017,6,5059,
694,621-0014-0116-00,5081 Bristol Ct,1036,550,1991,05-12-2017,"$167,000",6,2,2,1,140376.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,466.14",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,162660,182660,0,0,0,"$1,733.07",5081,,Bristol Ct,5081 Bristol Ct,"5081 Bristol Ct, Loveland, OH 45140, USA",-84.3022694,39.2727612,167000,2017,5,5081,
695,621-0023-0081-00,218 Thorobred Rd,1469,510,1989,05-24-2017,"$242,000",7,3,2,1,141429.0,SV - Survivorship Deed (Conv),1,0.176,"$5,465.14",60.879881,LOVELAND CSD,62112 - LOVELAND 12,No,No,No,Yes,No,No,55900,0,232090,287990,0,0,0,"$2,732.57",218,,Thorobred Rd,218 Thorobred Rd,"218 Thorobred Rd, Loveland, OH 45140, USA",-84.2840231,39.2671134,242000,2017,5,218,
696,621-0024-0030-00,420 103 Carrington Ln,1450,550,1992,06-06-2017,"$105,000",6,2,2,0,202793.0,WD - Warranty Deed (Conv),1,0.0,"$3,124.30",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,172840,184840,0,0,0,"$1,562.15",420,103,Carrington Ln,420 Carrington Ln 103,"420 Carrington Ln Apartment 103, Loveland, OH 45140, USA",-84.2994678,39.2872239,105000,2017,6,420,
697,621-0024-0115-00,130 102 Carrington Ln,1412,550,1992,05-09-2017,"$119,000",6,2,2,0,317760.0,WD - Warranty Deed (Conv),1,0.0,"$2,871.12",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,158000,170000,0,0,0,"$1,435.56",130,102,Carrington Ln,130 Carrington Ln 102,"130 Carrington Ln Apartment 102, Loveland, OH 45140, USA",-84.3010311,39.286614,119000,2017,5,130,
698,621-0024-0216-00,820 309 Carrington Pl,1112,550,1994,05-04-2017,"$100,000",5,2,2,0,345107.0,WD - Warranty Deed (Conv),1,0.0,"$3,040.02",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,168000,180000,0,0,0,"$1,520.01",820,309,Carrington Pl,820 Carrington Pl 309,"820 Carrington Pl Apartment 309, Loveland, OH 45140, USA",-84.30055,39.285034,100000,2017,5,820,
699,521-0002-0105-00,749 Wooster Pk,1357,510,1924,04-30-2018,"$259,900",6,3,2,1,298606.0,WD - Warranty Deed (Conv),1,0.352,"$8,178.43",75.21388,MARIEMONT CSD,52101 - TERRACE PARK 01,No,No,No,Yes,No,Yes,58870,0,286130,345000,0,0,0,"$4,091.51",749,,Wooster Pk,749 Wooster Pk,"749 Wooster Pike, Terrace Park, OH 45174, USA",-84.31231129999999,39.1631412,259900,2018,4,749,
700,521-0006-0520-00,718 Miami Ave,1459,510,1948,06-07-2018,"$192,000",4,2,2,0,173471.0,TR - Trustees Deed (Conv),3,0.343,"$8,325.24",75.21388,MARIEMONT CSD,52103 - TERRACE PARK 03,No,No,No,No,No,Yes,180680,0,159020,339700,0,0,0,"$4,163.77",718,,Miami Ave,718 Miami Ave,"718 Miami Ave, Terrace Park, OH 45174, USA",-84.303041,39.1576857,192000,2018,6,718,
701,523-0005-0076-00,3721 Germania Ave,1216,510,1930,06-25-2018,"$137,000",6,3,1,0,175165.0,LW - Limited Warrant Deed (Conv),1,0.119,"$6,396.92",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,59220,0,116340,175560,0,0,0,$0.00,3721,,Germania Ave,3721 Germania Ave,"3721 Germania St, Cincinnati, OH 45227, USA",-84.3918477,39.14317399999999,137000,2018,6,3721,
702,523-0006-0043-00,3928 Germania Ave,1486,510,1918,04-12-2018,"$150,000",6,3,1,1,277639.0,WD - Warranty Deed (Conv),1,0.11,"$6,846.96",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,230370,287900,0,0,0,"$3,425.51",3928,,Germania Ave,3928 Germania Ave,"3928 Germania St, Cincinnati, OH 45227, USA",-84.39410869999999,39.1466509,150000,2018,4,3928,
703,523-0006-0260-00,3712 Simpson Ave,1172,510,1948,05-29-2018,"$181,500",6,3,2,0,172534.0,SV - Survivorship Deed (Conv),1,0.113,"$4,518.83",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,131700,189230,0,0,0,"$2,263.48",3712,,Simpson Ave,3712 Simpson Ave,"3712 Simpson Ave, Cincinnati, OH 45227, USA",-84.388187,39.1439651,181500,2018,5,3712,
704,523-0006-0344-00,3808 Carlton Ave,1467,510,1941,04-12-2018,"$193,000",7,4,2,0,264105.0,QE - Quit Claim Deed (EX),1,0.114,"$6,276.99",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(13),No,No,Yes,No,Yes,57530,0,206010,263540,0,0,0,"$3,142.56",3808,,Carlton Ave,3808 Carlton Ave,"3808 Carlton Ave, Cincinnati, OH 45227, USA",-84.38835530000001,39.1455997,193000,2018,4,3808,
705,523-0006-0371-00,3803 Camden Ave,1243,510,1952,06-13-2018,"$190,000",5,3,2,0,174111.0,WD - Warranty Deed (Conv),1,0.113,"$5,058.57",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,154740,212270,0,0,0,"$2,533.35",3803,,Camden Ave,3803 Camden Ave,"3803 Camden Ave, Cincinnati, OH 45227, USA",-84.3875609,39.1455053,190000,2018,6,3803,
706,523-0006-0452-00,6313 Bedford St,1360,510,1928,04-04-2018,"$155,000",5,2,1,0,167636.0,WD - Warranty Deed (Conv),1,0.115,"$4,284.85",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,122390,179920,0,0,0,"$2,146.49",6313,,Bedford St,6313 Bedford St,"6313 Bedford St, Cincinnati, OH 45227, USA",-84.3881459,39.1476102,155000,2018,4,6313,
707,523-0006-0500-00,23 Murray Ave,1050,510,1995,06-21-2018,"$136,500",6,3,1,0,214075.0,QE - Quit Claim Deed (EX),3,0.108,"$4,683.90",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,Yes,No,No,No,Yes,55840,0,134540,190380,0,0,0,"$2,343.98",23,,Murray Ave,"6309 Murray Rd, Cincinnati, OH 45227","6309 Murray Rd, Cincinnati, OH 45227, USA",-84.3885159,39.1484417,136500,2018,6,23,
708,523-0006-0534-00,3982 Warren Ave,1406,510,1970,04-06-2018,"$135,000",5,3,1,0,167876.0,WD - Warranty Deed (Conv),1,0.112,"$4,376.51",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,56090,0,127710,183800,0,0,0,"$2,192.32",3982,,Warren Ave,3982 Warren Ave,"3982 Warren Ave, Cincinnati, OH 45227, USA",-84.39147890000001,39.1478527,135000,2018,4,3982,
709,523-0007-0156-00,3763 Nightingale Dr,1184,510,1960,05-01-2018,"$188,500",6,4,2,0,297052.0,QE - Quit Claim Deed (EX),1,0.138,"$5,245.05",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(09),No,No,Yes,No,Yes,63450,0,156880,220330,0,0,0,"$2,626.59",3763,,Nightingale Dr,3763 Nightingale Dr,"3763 Nightingale Dr, Cincinnati, OH 45227, USA",-84.3967256,39.1423899,188500,2018,5,3763,
710,523-0007-0186-00,5588 Nightingale Ct,925,510,1962,06-19-2018,"$160,000",5,3,1,0,174615.0,WD - Warranty Deed (Conv),1,0.138,"$4,332.01",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,63450,0,118440,181890,0,0,0,"$2,170.07",5588,,Nightingale Ct,5588 Nightingale Ct,"5588 Nightingale Ct, Cincinnati, OH 45227, USA",-84.39787779999999,39.1424946,160000,2018,6,5588,
711,525-0001-0025-00,7348 Miami Ave,1066,510,1967,04-03-2018,"$270,000",6,3,2,0,230345.0,QE - Quit Claim Deed (EX),1,0.221,"$7,614.36",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,127600,0,247260,374860,0,0,0,"$3,810.66",7348,,Miami Ave,7348 Miami Ave,"7348 Miami Ave, Cincinnati, OH 45243, USA",-84.3622683,39.1950529,270000,2018,4,7348,
712,525-0001-0172-00,7249 Rita Ln,1239,510,1949,04-24-2018,"$226,000",5,3,1,1,169434.0,WD - Warranty Deed (Conv),1,0.194,"$5,675.42",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,155720,279490,0,0,0,"$2,839.45",7249,,Rita Ln,7249 Rita Ln,"7249 Rita Ln, Madeira, OH 45243, USA",-84.3565258,39.194449,226000,2018,4,7249,
713,525-0001-0196-00,7290 Rita Ln,864,510,1950,04-16-2018,"$155,000",5,2,1,0,168658.0,FD - Fiduciary Deed (Conv),1,0.187,"$4,888.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(16),No,No,Yes,No,Yes,123770,0,116940,240710,0,0,0,"$2,446.03",7290,,Rita Ln,7290 Rita Ln,"7290 Rita Ln, Cincinnati, OH 45243, USA",-84.35572859999999,39.1976431,155000,2018,4,7290,
714,525-0001-0340-00,7263 Jethve Ln,1016,510,1953,06-15-2018,"$223,000",6,4,2,0,303605.0,WD - Warranty Deed (Conv),1,0.186,"$8,957.26",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,318500,441000,0,0,0,"$4,482.11",7263,,Jethve Ln,7263 Jethve Ln,"7263 Jethve Ln, Cincinnati, OH 45243, USA",-84.359935,39.1957882,223000,2018,6,7263,
715,525-0002-0157-00,7715 Camargo Rd,1402,510,1949,05-09-2018,"$156,000",6,2,1,0,170877.0,WD - Warranty Deed (Conv),1,0.21,"$5,635.66",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,125280,0,142680,267960,0,0,0,"$2,819.57",7715,,Camargo Rd,7715 Camargo Rd,"7715 Camargo Rd, Cincinnati, OH 45243, USA",-84.36264580000001,39.18636290000001,156000,2018,5,7715,
716,525-0002-0163-00,7729 Dones Ave,1187,510,1947,05-16-2018,"$182,500",5,3,1,0,171581.0,SV - Survivorship Deed (Conv),1,0.178,"$5,949.06",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,120500,0,172450,292950,0,0,0,"$2,976.27",7729,,Dones Ave,7729 Dones Ave,"7729 Dones Ave, Cincinnati, OH 45243, USA",-84.3616601,39.18663919999999,182500,2018,5,7729,
717,525-0003-0118-00,7025 Wallace Ave,1154,510,1940,05-31-2018,"$245,000",7,4,1,1,325264.0,QE - Quit Claim Deed (EX),1,0.161,"$6,220.82",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,193480,306000,0,0,0,"$3,113.89",7025,,Wallace Ave,7025 Wallace Ave,"7025 Wallace Ave, Cincinnati, OH 45243, USA",-84.3659725,39.1888724,245000,2018,5,7025,
718,525-0003-0430-00,7101 Fowler Ave,1440,510,1954,05-16-2018,"$270,000",6,3,2,0,171501.0,WD - Warranty Deed (Conv),1,0.184,"$7,509.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,125280,0,231690,356970,0,0,0,"$7,509.72",7101,,Fowler Ave,7101 Fowler Ave,"7101 Fowler Ave, Cincinnati, OH 45243, USA",-84.3671225,39.1894949,270000,2018,5,7101,
719,525-0007-0096-00,7307 Osceola Dr,1104,510,1926,05-01-2018,"$185,000",5,2,1,0,273706.0,WD - Warranty Deed (Conv),1,0.173,"$5,345.50",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,116000,0,138000,254000,0,0,0,"$2,676.23",7307,,Osceola Dr,7307 Osceola Dr,"7307 Osceola Dr, Cincinnati, OH 45243, USA",-84.35406119999999,39.1952205,185000,2018,5,7307,
720,525-0007-0305-00,7265 Longfield Dr,1138,510,1958,06-25-2018,"$183,300",6,3,1,1,175214.0,WD - Warranty Deed (Conv),1,0.179,"$5,572.76",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,114320,0,159950,274270,0,0,0,"$2,789.86",7265,,Longfield Dr,7265 Longfield Dr,"7265 Longfield Dr, Cincinnati, OH 45243, USA",-84.3526662,39.1970559,183300,2018,6,7265,
721,525-0007-0326-00,7266 Longfield Dr,1320,510,1958,06-15-2018,"$280,000",6,3,2,0,174326.0,WD - Warranty Deed (Conv),1,0.216,"$6,724.90",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,128480,0,202540,331020,0,0,0,"$3,365.93",7266,,Longfield Dr,7266 Longfield Dr,"7266 Longfield Dr, Madeira, OH 45243, USA",-84.35208829999999,39.1970748,280000,2018,6,7266,
722,525-0008-0079-00,7251 S Timberlane Dr,1468,510,1951,06-27-2018,"$230,000",6,3,2,0,263335.0,QE - Quit Claim Deed (EX),1,0.295,"$9,026.24",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,118440,0,326160,444600,0,0,0,"$4,514.86",7251,,S Timberlane Dr,7251 S Timberlane Dr,"7251 S Timberlane Dr, Cincinnati, OH 45243, USA",-84.368642,39.1947918,230000,2018,6,7251,
723,525-0010-0034-00,7816 Tances Dr,1450,510,1952,05-09-2018,"$195,000",7,3,2,0,199443.0,WD - Warranty Deed (Conv),1,0.173,"$8,122.34",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,285960,399640,0,0,0,"$4,064.65",7816,,Tances Dr,7816 Tances Dr,"7816 Tances Dr, Madeira, OH 45243, USA",-84.35911159999999,39.2006975,195000,2018,5,7816,
724,525-0010-0041-00,7823 Dee St,1258,510,1951,04-26-2018,"$241,000",6,3,1,0,169740.0,WD - Warranty Deed (Conv),1,0.171,"$5,508.84",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,111360,0,150390,261750,0,0,0,"$2,757.90",7823,,Dee St,7823 Dee St,"7823 Dee St, Cincinnati, OH 45243, USA",-84.3586206,39.19843729999999,241000,2018,4,7823,
725,525-0010-0088-00,7818 Locust Ln,1258,510,1951,05-22-2018,"$234,000",6,3,1,0,301900.0,WD - Warranty Deed (Conv),1,0.166,"$6,913.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,226320,340000,0,0,0,"$3,459.99",7818,,Locust Ln,7818 Locust Ln,"7818 Locust Ln, Madeira, OH 45243, USA",-84.35882749999999,39.1997868,234000,2018,5,7818,
726,525-0010-0132-00,7420 Thomas Dr,1040,510,1953,05-31-2018,"$240,500",5,3,1,0,172803.0,SV - Survivorship Deed (Conv),1,0.156,"$5,993.44",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,113560,0,171270,284830,0,0,0,"$3,000.20",7420,,Thomas Dr,7420 Thomas Dr,"7420 Thomas Dr, Cincinnati, OH 45243, USA",-84.35636339999999,39.1989027,240500,2018,5,7420,
727,525-0012-0011-00,7802 Mapleleaf Dr,1258,510,1954,04-17-2018,"$176,000",6,3,2,0,214135.0,WD - Warranty Deed (Conv),1,0.138,"$6,773.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,228800,333200,0,0,0,"$3,390.04",7802,,Mapleleaf Dr,7802 Mapleleaf Dr,"7802 Maple Leaf Dr, Cincinnati, OH 45243, USA",-84.3600946,39.2016233,176000,2018,4,7802,
728,525-0018-0079-00,7529 Shawnee Run Rd,1016,510,1951,06-06-2018,"$190,000",5,2,1,0,279513.0,SV - Survivorship Deed (Conv),1,0.43,"$7,211.38",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,173770,0,181230,355000,0,0,0,"$3,609.17",7529,,Shawnee Run Rd,7529 Shawnee Run Rd,"7529 Shawnee Run Rd, Cincinnati, OH 45243, USA",-84.36687599999999,39.1803306,190000,2018,6,7529,
729,525-0018-0079-00,7529 Shawnee Run Rd,1016,510,1951,06-11-2018,"$200,000",5,2,1,0,279513.0,SV - Survivorship Deed (Conv),1,0.43,"$7,211.38",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,173770,0,181230,355000,0,0,0,"$3,609.17",7529,,Shawnee Run Rd,7529 Shawnee Run Rd,"7529 Shawnee Run Rd, Cincinnati, OH 45243, USA",-84.36687599999999,39.1803306,200000,2018,6,7529,
730,525-0024-0030-00,5949 Kenwood Rd,972,510,1952,06-04-2018,"$222,000",6,3,1,1,173026.0,WD - Warranty Deed (Conv),1,0.439,"$5,824.98",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,144420,0,142420,286840,0,0,0,"$2,914.23",5949,,Kenwood Rd,5949 Kenwood Rd,"5949 Kenwood Rd, Cincinnati, OH 45243, USA",-84.3848615,39.1748391,222000,2018,6,5949,
731,527-0020-0305-00,3837 Petoskey Ave,1188,510,1939,06-21-2018,"$210,000",5,2,1,0,174842.0,WD - Warranty Deed (Conv),1,0.113,"$5,144.20",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,No,Yes,100040,0,123680,223720,0,0,0,"$2,574.13",3837,,Petoskey Ave,3837 Petoskey Ave,"3837 Petoskey Ave, Cincinnati, OH 45227, USA",-84.3696276,39.145948,210000,2018,6,3837,
732,527-0020-0526-00,3809 1 Petoskey Ave,960,550,1966,04-19-2018,"$106,000",4,2,2,0,347596.0,WD - Warranty Deed (Conv),1,0.0,"$2,742.16",71.219499,MARIEMONT CSD,52702 - MARIEMONT WINDSOR SQ CONDO,No,No,No,Yes,No,Yes,20000,0,103330,123330,0,0,0,"$1,372.70",3809,1,Petoskey Ave,3809 Petoskey Ave 1,"3809 Petoskey Ave APT 1, Cincinnati, OH 45227, USA",-84.3698395,39.1452633,106000,2018,4,3809,
733,527-0021-0020-00,17 Spring Hill Dr,1219,550,1986,06-25-2018,"$300,000",4,2,2,1,255491.0,WD - Warranty Deed (Conv),1,0.0,"$8,330.40",71.219499,MARIEMONT CSD,52707 - SPRINGHILL OF MARIEMONT CONDO,No,No,No,Yes,No,Yes,67000,0,308000,375000,0,0,0,"$4,166.82",17,,Spring Hill Dr,17 Spring Hill Dr,"17 Spring Hill Dr, Cincinnati, OH 45227, USA",-84.3613998,39.14422760000001,300000,2018,6,17,
734,527-0030-0111-00,4300 Grove Ave,912,510,1948,06-14-2018,"$216,000",5,2,1,0,174222.0,WD - Warranty Deed (Conv),1,0.124,"$5,458.64",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,No,Yes,120810,0,116590,237400,0,0,0,"$2,731.35",4300,,Grove Ave,4300 Grove Ave,"4300 Grove Ave, Cincinnati, OH 45227, USA",-84.3729437,39.150312,216000,2018,6,4300,
735,527-0040-0039-00,6558 Wooster Pk,1168,510,1929,06-19-2018,"$285,000",5,2,2,0,174623.0,WD - Warranty Deed (Conv),1,0.117,"$6,470.01",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,135260,0,155730,290990,0,0,0,"$3,239.07",6558,,Wooster Pk,6558 Wooster Pk,"6558 Wooster Pike, Cincinnati, OH 45227, USA",-84.3856005,39.1442459,285000,2018,6,6558,
736,527-0040-0156-00,3840 Belmont St,1275,510,1938,06-08-2018,"$225,000",7,3,2,0,335435.0,WD - Warranty Deed (Conv),1,0.093,"$5,640.17",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,116120,0,137520,253640,0,0,0,"$2,824.15",3840,,Belmont St,3840 Belmont St,"3840 Belmont St, Cincinnati, OH 45227, USA",-84.38674999999999,39.1473405,225000,2018,6,3840,
737,527-0050-0190-00,6519 Wooster Pk,1492,510,1956,05-03-2018,"$265,000",6,4,2,0,350847.0,WD - Warranty Deed (Conv),1,0.163,"$7,220.94",71.219499,MARIEMONT CSD,52706 - MARIEMONT 06,YES(03),No,No,Yes,No,Yes,180740,0,144260,325000,0,0,0,"$3,612.50",6519,,Wooster Pk,6519 Wooster Pk,"6519 Wooster Pike, Cincinnati, OH 45227, USA",-84.3857237,39.14364399999999,265000,2018,5,6519,
738,592-0001-0214-00,134 Ritchie Ave,1362,510,1955,06-19-2018,"$195,000",6,3,1,1,174603.0,WD - Warranty Deed (Conv),2,0.195,"$5,238.98",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,No,No,No,81780,0,181710,263490,0,0,0,"$2,619.49",134,,Ritchie Ave,134 Ritchie Ave,"134 Ritchie Ave, Wyoming, OH 45215, USA",-84.47719909999999,39.2394212,195000,2018,6,134,
739,592-0003-0137-00,277 Fleming Rd,1342,510,1955,06-06-2018,"$269,000",5,2,2,1,173438.0,WD - Warranty Deed (Conv),1,0.717,"$6,194.52",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,137030,0,186130,323160,0,0,0,"$3,097.26",277,,Fleming Rd,277 Fleming Rd,"277 Fleming Rd, Cincinnati, OH 45215, USA",-84.485416,39.234884,269000,2018,6,277,
740,592-0005-0042-00,1055 Burns Ave,1181,510,1928,05-31-2018,"$140,000",7,2,1,0,172745.0,WD - Warranty Deed (Conv),1,0.198,"$2,886.68",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,40100,0,110490,150590,0,0,0,"$1,443.34",1055,,Burns Ave,1055 Burns Ave,"1055 Burns Ave, Cincinnati, OH 45215, USA",-84.4680649,39.2344454,140000,2018,5,1055,
741,592-0006-0104-00,338 Wentworth Ave,1274,510,1920,04-20-2018,"$125,000",5,2,1,0,169230.0,WD - Warranty Deed (Conv),1,0.21,"$4,066.44",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,No,No,No,56000,0,148520,204520,0,0,0,"$2,033.22",338,,Wentworth Ave,338 Wentworth Ave,"338 Wentworth Ave, Cincinnati, OH 45215, USA",-84.4662609,39.2299889,125000,2018,4,338,
742,592-0013-0101-00,345 Durrell Ave,1077,510,1939,06-29-2018,"$156,500",7,3,2,0,270591.0,FD - Fiduciary Deed (Conv),1,0.167,"$4,906.18",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,52000,0,203450,255450,0,0,0,"$2,453.09",345,,Durrell Ave,345 Durrell Ave,"345 Durrell Ave, Cincinnati, OH 45215, USA",-84.46646590000002,39.2195963,156500,2018,6,345,
743,592-0013-0145-00,348 Durrell Ave,1160,510,1940,05-11-2018,"$125,000",5,3,1,1,277650.0,WD - Warranty Deed (Conv),1,0.139,"$3,676.84",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,48000,0,143640,191640,0,0,0,"$1,838.42",348,,Durrell Ave,348 Durrell Ave,"348 Durrell Ave, Cincinnati, OH 45215, USA",-84.4662199,39.2199894,125000,2018,5,348,
744,592-0023-0079-00,7 Evergreen Cr,1209,555,1983,04-19-2018,"$170,000",5,2,3,0,169029.0,WD - Warranty Deed (Conv),1,0.1,"$4,027.98",61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,No,32500,0,177620,210120,0,0,0,"$2,013.99",7,,Evergreen Cr,7 Evergreen Cr,"7 Evergreen Cir, Wyoming, OH 45215, USA",-84.47420029999999,39.2430831,170000,2018,4,7,
745,592-0023-0156-00,62 Evergreen Ct,1432,555,1985,04-17-2018,"$240,000",5,5,3,0,263760.0,WD - Warranty Deed (Conv),1,0.107,"$6,306.80",61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,No,32500,0,296500,329000,0,0,0,"$3,153.40",62,,Evergreen Ct,62 Evergreen Ct,"62 Evergreen Ct, Wyoming, OH 45215, USA",-84.4756967,39.2442098,240000,2018,4,62,
