,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,special_assessments,market_land_value,market_improvement_value,market_total_value,abated_value,taxes_paid,st_num,apt_num,street,formatted_address,longitude,latitude,year,month,city,geometry,market_land_value_num,age_of_house
674,620-0190-0614-00,9166 4 Symmes Landing Dr,1343,550,1993,2017-05-25,263000,5,2,2,1,141523.0,WD - Warranty Deed (Conv),1,0.0,4678.88,53.799505,SYCAMORE CSD,62010 - SYMMES LANDING CONDO,No,No,No,Yes,Yes,44100,233190,277290,0,2342.46,9166,4,Symmes Landing Dr,"9166 Symmes Landing Dr #4, Loveland, OH 45140, USA",-84.307791,39.2853769,2017,5,Loveland,,44100.0,31
675,620-0190-0712-00,12071 205 Carrington Ln,1112,550,1995,2017-05-25,103000,5,2,2,0,217094.0,WD - Warranty Deed (Conv),1,0.0,2616.88,53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,Yes,20400,134530,154930,0,1311.46,12071,205,Carrington Ln,"12071 Carrington Ln Apartment 205, Loveland, OH 45140, USA",-84.297629,39.288525,2017,5,Loveland,,20400.0,29
676,620-0190-0848-00,12032 Maxim Ave,1383,550,1999,2017-06-08,131000,5,3,2,0,296955.0,WE - Warranty Deed (EX),1,0.0,3429.42,53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,Yes,Yes,Yes,40600,189080,229680,0,1717.73,12032,,Maxim Ave,"12032 Maxim Ave, Cincinnati, OH 45249, USA",-84.30939359999999,39.2901243,2017,6,Cincinnati,,40600.0,25
677,620-0204-0088-00,11801 Vaukvalley Ln,1404,550,1986,2017-04-07,192500,6,3,2,0,330898.0,WE - Warranty Deed (EX),1,0.0,4055.26,53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,YES(12),No,No,Yes,Yes,36000,204100,240100,0,2030.65,11801,,Vaukvalley Ln,"11801 Vauk Valley Ln, Cincinnati, OH 45249, USA",-84.3191758,39.28282340000001,2017,4,Cincinnati,,36000.0,38
678,621-0003-0054-00,427 Park Ave,1030,510,1923,2017-06-21,125000,5,2,2,0,144083.0,WD - Warranty Deed (Conv),1,0.146,4092.66,60.879881,LOVELAND CSD,62102 - LOVELAND 02,No,No,No,Yes,No,40850,174740,215590,0,2046.33,427,,Park Ave,"427 Park Ave, Loveland, OH 45140, USA",-84.2625101,39.2701405,2017,6,Loveland,,40850.0,101
679,621-0006-0088-00,233 Oneida Dr,1202,510,1955,2017-04-19,106000,5,3,1,0,138151.0,WD - Warranty Deed (Conv),1,0.226,3094.74,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,55880,107210,163090,0,1547.37,233,,Oneida Dr,"233 Oneida Dr, Loveland, OH 45140, USA",-84.2758795,39.2686143,2017,4,Loveland,,55880.0,69
680,621-0006-0157-00,232 Tuscarora Dr,1025,510,1956,2017-05-24,132000,5,3,1,0,141501.0,WD - Warranty Deed (Conv),1,0.182,2767.82,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,54100,91730,145830,0,1383.91,232,,Tuscarora Dr,"232 Tuscarora Dr, Loveland, OH 45140, USA",-84.27908769999999,39.2684484,2017,5,Loveland,,54100.0,68
681,621-0007-0062-00,11 Iroquois Dr,1008,510,1957,2017-06-21,113500,5,3,1,0,144011.0,WD - Warranty Deed (Conv),1,0.244,2875.54,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,55830,95450,151280,0,1437.77,11,,Iroquois Dr,"11 Iroquois Dr, Loveland, OH 45140, USA",-84.2767844,39.2638463,2017,6,Loveland,,55830.0,67
682,621-0007-0243-00,22 Iroquois Dr,1456,510,1998,2017-05-03,174000,6,3,2,1,139452.0,FD - Fiduciary Deed (Conv),1,0.477,5153.38,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,54500,217060,271560,0,2576.69,22,,Iroquois Dr,"22 Iroquois Dr, Loveland, OH 45140, USA",-84.27567379999999,39.2639131,2017,5,Loveland,,54500.0,26
683,621-0008-0043-00,18 Highridge Dr,1025,510,1959,2017-05-09,104000,5,3,1,0,139866.0,WD - Warranty Deed (Conv),1,0.189,3044.86,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,54760,105680,160440,0,1522.43,18,,Highridge Dr,"18 Highridge Dr, Loveland, OH 45140, USA",-84.277278,39.2601093,2017,5,Loveland,,54760.0,65
684,621-0008-0158-00,836 Marbea Dr,1479,510,1962,2017-06-16,152000,5,4,2,0,143658.0,WD - Warranty Deed (Conv),1,0.165,3573.48,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,47810,140500,188310,0,1786.74,836,,Marbea Dr,"836 Marbea Dr, Loveland, OH 45140, USA",-84.2798553,39.2607404,2017,6,Loveland,,47810.0,62
685,621-0008-0255-00,207 Knoll Wind Dr,1359,550,2000,2017-06-19,246000,7,4,2,1,143787.0,WD - Warranty Deed (Conv),1,0.0,5737.86,60.879881,LOVELAND CSD,62113 - KNOLLS OF LOVELAND CONDO,No,No,No,Yes,No,43400,258960,302360,0,2868.93,207,,Knoll Wind Dr,"207 Knoll Wind Dr, Loveland, OH 45140, USA",-84.276061,39.259286,2017,6,Loveland,,43400.0,24
686,621-0009-0053-00,1000 Marbea Dr,1069,510,1962,2017-05-16,107500,6,3,1,0,294848.0,WD - Warranty Deed (Conv),1,0.165,3590.26,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,47810,141390,189200,0,1795.13,1000,,Marbea Dr,"1000 Marbea Dr, Loveland, OH 45140, USA",-84.2799514,39.2589867,2017,5,Loveland,,47810.0,62
687,621-0010-0001-00,1500 W Loveland Ave,1187,510,1954,2017-06-01,185000,6,3,1,1,237793.0,QE - Quit Claim Deed (EX),1,0.786,4398.66,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,74800,157010,231810,0,2199.33,1500,,W Loveland Ave,"1500 W Loveland Ave, Loveland, OH 45140, USA",-84.279428,39.271918,2017,6,Loveland,,74800.0,70
688,621-0012-0010-00,125 Brandenberg Dr,1350,510,1961,2017-06-13,147000,6,4,2,0,270470.0,WD - Warranty Deed (Conv),1,0.241,4316.8,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,54520,172980,227500,0,2158.4,125,,Brandenberg Dr,"125 Brandenburg Rd, Loveland, OH 45140, USA",-84.2910553,39.2699654,2017,6,Loveland,,54520.0,63
689,621-0012-0048-00,1737 Wittenberg Dr,1418,510,1960,2017-05-01,110000,6,3,1,1,323729.0,WD - Warranty Deed (Conv),1,0.241,3632.76,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,No,No,54520,130480,185000,0,1816.38,1737,,Wittenberg Dr,"1737 Wittenberg Dr, Loveland, OH 45140, USA",-84.2892048,39.2706026,2017,5,Loveland,,54520.0,64
690,621-0012-0071-00,1819 Stockton Dr,1200,510,1966,2017-04-19,140000,6,3,1,1,138097.0,SV - Survivorship Deed (Conv),1,0.242,3754.86,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,54520,143130,197650,0,1877.43,1819,,Stockton Dr,"1819 Stockton Dr, Loveland, OH 45140, USA",-84.2915282,39.27255640000001,2017,4,Loveland,,54520.0,58
691,621-0012-0130-00,1713 Stockton Dr,1285,510,1962,2017-05-02,137000,6,3,2,0,264918.0,WD - Warranty Deed (Conv),1,0.297,4022.94,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,56840,155160,212000,0,2011.47,1713,,Stockton Dr,"1713 Stockton Dr, Loveland, OH 45140, USA",-84.2898216,39.2725334,2017,5,Loveland,,56840.0,62
692,621-0012-0242-00,1931 Heidelberg Dr,1447,510,1967,2017-06-21,200000,5,3,1,1,143955.0,SV - Survivorship Deed (Conv),1,0.239,4842.16,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,54520,200660,255180,0,2421.08,1931,,Heidelberg Dr,"1931 Heidelberg Dr, Loveland, OH 45140, USA",-84.29613359999999,39.2760168,2017,6,Loveland,,54520.0,57
693,621-0014-0115-00,5059 226 Bristol Ct,912,550,1992,2017-06-05,167000,6,2,2,1,214107.0,WD - Warranty Deed (Conv),1,0.0,3956.8,60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,20000,188510,208510,0,1978.4,5059,226,Bristol Ct,"5059 Bristol Ct, Loveland, OH 45140, USA",-84.3031586,39.2725005,2017,6,Loveland,,20000.0,32
694,621-0014-0116-00,5081 Bristol Ct,1036,550,1991,2017-05-12,167000,6,2,2,1,140376.0,FD - Fiduciary Deed (Conv),1,0.0,3466.14,60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,20000,162660,182660,0,1733.07,5081,,Bristol Ct,"5081 Bristol Ct, Loveland, OH 45140, USA",-84.3022694,39.2727612,2017,5,Loveland,,20000.0,33
695,621-0023-0081-00,218 Thorobred Rd,1469,510,1989,2017-05-24,242000,7,3,2,1,141429.0,SV - Survivorship Deed (Conv),1,0.176,5465.14,60.879881,LOVELAND CSD,62112 - LOVELAND 12,No,No,No,Yes,No,55900,232090,287990,0,2732.57,218,,Thorobred Rd,"218 Thorobred Rd, Loveland, OH 45140, USA",-84.2840231,39.2671134,2017,5,Loveland,,55900.0,35
696,621-0024-0030-00,420 103 Carrington Ln,1450,550,1992,2017-06-06,105000,6,2,2,0,202793.0,WD - Warranty Deed (Conv),1,0.0,3124.3,53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,12000,172840,184840,0,1562.15,420,103,Carrington Ln,"420 Carrington Ln Apartment 103, Loveland, OH 45140, USA",-84.2994678,39.2872239,2017,6,Loveland,,12000.0,32
697,621-0024-0115-00,130 102 Carrington Ln,1412,550,1992,2017-05-09,119000,6,2,2,0,317760.0,WD - Warranty Deed (Conv),1,0.0,2871.12,53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,12000,158000,170000,0,1435.56,130,102,Carrington Ln,"130 Carrington Ln Apartment 102, Loveland, OH 45140, USA",-84.3010311,39.286614,2017,5,Loveland,,12000.0,32
698,621-0024-0216-00,820 309 Carrington Pl,1112,550,1994,2017-05-04,100000,5,2,2,0,345107.0,WD - Warranty Deed (Conv),1,0.0,3040.02,53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,12000,168000,180000,0,1520.01,820,309,Carrington Pl,"820 Carrington Pl Apartment 309, Loveland, OH 45140, USA",-84.30055,39.285034,2017,5,Loveland,,12000.0,30
699,521-0002-0105-00,749 Wooster Pk,1357,510,1924,2018-04-30,259900,6,3,2,1,298606.0,WD - Warranty Deed (Conv),1,0.352,8178.43,75.21388,MARIEMONT CSD,52101 - TERRACE PARK 01,No,No,No,Yes,Yes,58870,286130,345000,0,4091.51,749,,Wooster Pk,"749 Wooster Pike, Terrace Park, OH 45174, USA",-84.31231129999999,39.1631412,2018,4,Terrace Park,,58870.0,100
700,521-0006-0520-00,718 Miami Ave,1459,510,1948,2018-06-07,192000,4,2,2,0,173471.0,TR - Trustees Deed (Conv),3,0.343,8325.24,75.21388,MARIEMONT CSD,52103 - TERRACE PARK 03,No,No,No,No,Yes,180680,159020,339700,0,4163.77,718,,Miami Ave,"718 Miami Ave, Terrace Park, OH 45174, USA",-84.303041,39.1576857,2018,6,Terrace Park,,180680.0,76
701,523-0005-0076-00,3721 Germania Ave,1216,510,1930,2018-06-25,137000,6,3,1,0,175165.0,LW - Limited Warrant Deed (Conv),1,0.119,6396.92,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,59220,116340,175560,0,0.0,3721,,Germania Ave,"3721 Germania St, Cincinnati, OH 45227, USA",-84.3918477,39.14317399999999,2018,6,Cincinnati,,59220.0,94
702,523-0006-0043-00,3928 Germania Ave,1486,510,1918,2018-04-12,150000,6,3,1,1,277639.0,WD - Warranty Deed (Conv),1,0.11,6846.96,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,57530,230370,287900,0,3425.51,3928,,Germania Ave,"3928 Germania St, Cincinnati, OH 45227, USA",-84.39410869999999,39.1466509,2018,4,Cincinnati,,57530.0,106
703,523-0006-0260-00,3712 Simpson Ave,1172,510,1948,2018-05-29,181500,6,3,2,0,172534.0,SV - Survivorship Deed (Conv),1,0.113,4518.83,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,57530,131700,189230,0,2263.48,3712,,Simpson Ave,"3712 Simpson Ave, Cincinnati, OH 45227, USA",-84.388187,39.1439651,2018,5,Cincinnati,,57530.0,76
704,523-0006-0344-00,3808 Carlton Ave,1467,510,1941,2018-04-12,193000,7,4,2,0,264105.0,QE - Quit Claim Deed (EX),1,0.114,6276.99,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(13),No,No,Yes,Yes,57530,206010,263540,0,3142.56,3808,,Carlton Ave,"3808 Carlton Ave, Cincinnati, OH 45227, USA",-84.38835530000001,39.1455997,2018,4,Cincinnati,,57530.0,83
705,523-0006-0371-00,3803 Camden Ave,1243,510,1952,2018-06-13,190000,5,3,2,0,174111.0,WD - Warranty Deed (Conv),1,0.113,5058.57,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,57530,154740,212270,0,2533.35,3803,,Camden Ave,"3803 Camden Ave, Cincinnati, OH 45227, USA",-84.3875609,39.1455053,2018,6,Cincinnati,,57530.0,72
706,523-0006-0452-00,6313 Bedford St,1360,510,1928,2018-04-04,155000,5,2,1,0,167636.0,WD - Warranty Deed (Conv),1,0.115,4284.85,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,57530,122390,179920,0,2146.49,6313,,Bedford St,"6313 Bedford St, Cincinnati, OH 45227, USA",-84.3881459,39.1476102,2018,4,Cincinnati,,57530.0,96
707,523-0006-0500-00,23 Murray Ave,1050,510,1995,2018-06-21,136500,6,3,1,0,214075.0,QE - Quit Claim Deed (EX),3,0.108,4683.9,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,Yes,No,No,Yes,55840,134540,190380,0,2343.98,23,,Murray Ave,"6309 Murray Rd, Cincinnati, OH 45227, USA",-84.3885159,39.1484417,2018,6,Cincinnati,,55840.0,29
708,523-0006-0534-00,3982 Warren Ave,1406,510,1970,2018-04-06,135000,5,3,1,0,167876.0,WD - Warranty Deed (Conv),1,0.112,4376.51,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,56090,127710,183800,0,2192.32,3982,,Warren Ave,"3982 Warren Ave, Cincinnati, OH 45227, USA",-84.39147890000001,39.1478527,2018,4,Cincinnati,,56090.0,54
709,523-0007-0156-00,3763 Nightingale Dr,1184,510,1960,2018-05-01,188500,6,4,2,0,297052.0,QE - Quit Claim Deed (EX),1,0.138,5245.05,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(09),No,No,Yes,Yes,63450,156880,220330,0,2626.59,3763,,Nightingale Dr,"3763 Nightingale Dr, Cincinnati, OH 45227, USA",-84.3967256,39.1423899,2018,5,Cincinnati,,63450.0,64
710,523-0007-0186-00,5588 Nightingale Ct,925,510,1962,2018-06-19,160000,5,3,1,0,174615.0,WD - Warranty Deed (Conv),1,0.138,4332.01,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,63450,118440,181890,0,2170.07,5588,,Nightingale Ct,"5588 Nightingale Ct, Cincinnati, OH 45227, USA",-84.39787779999999,39.1424946,2018,6,Cincinnati,,63450.0,62
711,525-0001-0025-00,7348 Miami Ave,1066,510,1967,2018-04-03,270000,6,3,2,0,230345.0,QE - Quit Claim Deed (EX),1,0.221,7614.36,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,127600,247260,374860,0,3810.66,7348,,Miami Ave,"7348 Miami Ave, Cincinnati, OH 45243, USA",-84.3622683,39.1950529,2018,4,Cincinnati,,127600.0,57
712,525-0001-0172-00,7249 Rita Ln,1239,510,1949,2018-04-24,226000,5,3,1,1,169434.0,WD - Warranty Deed (Conv),1,0.194,5675.42,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,123770,155720,279490,0,2839.45,7249,,Rita Ln,"7249 Rita Ln, Madeira, OH 45243, USA",-84.3565258,39.194449,2018,4,Madeira,,123770.0,75
713,525-0001-0196-00,7290 Rita Ln,864,510,1950,2018-04-16,155000,5,2,1,0,168658.0,FD - Fiduciary Deed (Conv),1,0.187,4888.58,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(16),No,No,Yes,Yes,123770,116940,240710,0,2446.03,7290,,Rita Ln,"7290 Rita Ln, Cincinnati, OH 45243, USA",-84.35572859999999,39.1976431,2018,4,Cincinnati,,123770.0,74
714,525-0001-0340-00,7263 Jethve Ln,1016,510,1953,2018-06-15,223000,6,4,2,0,303605.0,WD - Warranty Deed (Conv),1,0.186,8957.26,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,122500,318500,441000,0,4482.11,7263,,Jethve Ln,"7263 Jethve Ln, Cincinnati, OH 45243, USA",-84.359935,39.1957882,2018,6,Cincinnati,,122500.0,71
715,525-0002-0157-00,7715 Camargo Rd,1402,510,1949,2018-05-09,156000,6,2,1,0,170877.0,WD - Warranty Deed (Conv),1,0.21,5635.66,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,125280,142680,267960,0,2819.57,7715,,Camargo Rd,"7715 Camargo Rd, Cincinnati, OH 45243, USA",-84.36264580000001,39.18636290000001,2018,5,Cincinnati,,125280.0,75
716,525-0002-0163-00,7729 Dones Ave,1187,510,1947,2018-05-16,182500,5,3,1,0,171581.0,SV - Survivorship Deed (Conv),1,0.178,5949.06,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,120500,172450,292950,0,2976.27,7729,,Dones Ave,"7729 Dones Ave, Cincinnati, OH 45243, USA",-84.3616601,39.18663919999999,2018,5,Cincinnati,,120500.0,77
717,525-0003-0118-00,7025 Wallace Ave,1154,510,1940,2018-05-31,245000,7,4,1,1,325264.0,QE - Quit Claim Deed (EX),1,0.161,6220.82,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,112520,193480,306000,0,3113.89,7025,,Wallace Ave,"7025 Wallace Ave, Cincinnati, OH 45243, USA",-84.3659725,39.1888724,2018,5,Cincinnati,,112520.0,84
718,525-0003-0430-00,7101 Fowler Ave,1440,510,1954,2018-05-16,270000,6,3,2,0,171501.0,WD - Warranty Deed (Conv),1,0.184,7509.72,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,125280,231690,356970,0,7509.72,7101,,Fowler Ave,"7101 Fowler Ave, Cincinnati, OH 45243, USA",-84.3671225,39.1894949,2018,5,Cincinnati,,125280.0,70
719,525-0007-0096-00,7307 Osceola Dr,1104,510,1926,2018-05-01,185000,5,2,1,0,273706.0,WD - Warranty Deed (Conv),1,0.173,5345.5,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,Yes,116000,138000,254000,0,2676.23,7307,,Osceola Dr,"7307 Osceola Dr, Cincinnati, OH 45243, USA",-84.35406119999999,39.1952205,2018,5,Cincinnati,,116000.0,98
720,525-0007-0305-00,7265 Longfield Dr,1138,510,1958,2018-06-25,183300,6,3,1,1,175214.0,WD - Warranty Deed (Conv),1,0.179,5572.76,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,114320,159950,274270,0,2789.86,7265,,Longfield Dr,"7265 Longfield Dr, Cincinnati, OH 45243, USA",-84.3526662,39.1970559,2018,6,Cincinnati,,114320.0,66
721,525-0007-0326-00,7266 Longfield Dr,1320,510,1958,2018-06-15,280000,6,3,2,0,174326.0,WD - Warranty Deed (Conv),1,0.216,6724.9,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,128480,202540,331020,0,3365.93,7266,,Longfield Dr,"7266 Longfield Dr, Madeira, OH 45243, USA",-84.35208829999999,39.1970748,2018,6,Madeira,,128480.0,66
722,525-0008-0079-00,7251 S Timberlane Dr,1468,510,1951,2018-06-27,230000,6,3,2,0,263335.0,QE - Quit Claim Deed (EX),1,0.295,9026.24,65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,Yes,118440,326160,444600,0,4514.86,7251,,S Timberlane Dr,"7251 S Timberlane Dr, Cincinnati, OH 45243, USA",-84.368642,39.1947918,2018,6,Cincinnati,,118440.0,73
723,525-0010-0034-00,7816 Tances Dr,1450,510,1952,2018-05-09,195000,7,3,2,0,199443.0,WD - Warranty Deed (Conv),1,0.173,8122.34,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,113680,285960,399640,0,4064.65,7816,,Tances Dr,"7816 Tances Dr, Madeira, OH 45243, USA",-84.35911159999999,39.2006975,2018,5,Madeira,,113680.0,72
724,525-0010-0041-00,7823 Dee St,1258,510,1951,2018-04-26,241000,6,3,1,0,169740.0,WD - Warranty Deed (Conv),1,0.171,5508.84,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,111360,150390,261750,0,2757.9,7823,,Dee St,"7823 Dee St, Cincinnati, OH 45243, USA",-84.3586206,39.19843729999999,2018,4,Cincinnati,,111360.0,73
725,525-0010-0088-00,7818 Locust Ln,1258,510,1951,2018-05-22,234000,6,3,1,0,301900.0,WD - Warranty Deed (Conv),1,0.166,6913.02,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,113680,226320,340000,0,3459.99,7818,,Locust Ln,"7818 Locust Ln, Madeira, OH 45243, USA",-84.35882749999999,39.1997868,2018,5,Madeira,,113680.0,73
726,525-0010-0132-00,7420 Thomas Dr,1040,510,1953,2018-05-31,240500,5,3,1,0,172803.0,SV - Survivorship Deed (Conv),1,0.156,5993.44,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,113560,171270,284830,0,3000.2,7420,,Thomas Dr,"7420 Thomas Dr, Cincinnati, OH 45243, USA",-84.35636339999999,39.1989027,2018,5,Cincinnati,,113560.0,71
727,525-0012-0011-00,7802 Mapleleaf Dr,1258,510,1954,2018-04-17,176000,6,3,2,0,214135.0,WD - Warranty Deed (Conv),1,0.138,6773.12,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,104400,228800,333200,0,3390.04,7802,,Mapleleaf Dr,"7802 Maple Leaf Dr, Cincinnati, OH 45243, USA",-84.3600946,39.2016233,2018,4,Cincinnati,,104400.0,70
728,525-0018-0079-00,7529 Shawnee Run Rd,1016,510,1951,2018-06-06,190000,5,2,1,0,279513.0,SV - Survivorship Deed (Conv),1,0.43,7211.38,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,173770,181230,355000,0,3609.17,7529,,Shawnee Run Rd,"7529 Shawnee Run Rd, Cincinnati, OH 45243, USA",-84.36687599999999,39.1803306,2018,6,Cincinnati,,173770.0,73
729,525-0018-0079-00,7529 Shawnee Run Rd,1016,510,1951,2018-06-11,200000,5,2,1,0,279513.0,SV - Survivorship Deed (Conv),1,0.43,7211.38,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,173770,181230,355000,0,3609.17,7529,,Shawnee Run Rd,"7529 Shawnee Run Rd, Cincinnati, OH 45243, USA",-84.36687599999999,39.1803306,2018,6,Cincinnati,,173770.0,73
730,525-0024-0030-00,5949 Kenwood Rd,972,510,1952,2018-06-04,222000,6,3,1,1,173026.0,WD - Warranty Deed (Conv),1,0.439,5824.98,65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,Yes,144420,142420,286840,0,2914.23,5949,,Kenwood Rd,"5949 Kenwood Rd, Cincinnati, OH 45243, USA",-84.3848615,39.1748391,2018,6,Cincinnati,,144420.0,72
731,527-0020-0305-00,3837 Petoskey Ave,1188,510,1939,2018-06-21,210000,5,2,1,0,174842.0,WD - Warranty Deed (Conv),1,0.113,5144.2,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,Yes,100040,123680,223720,0,2574.13,3837,,Petoskey Ave,"3837 Petoskey Ave, Cincinnati, OH 45227, USA",-84.3696276,39.145948,2018,6,Cincinnati,,100040.0,85
732,527-0020-0526-00,3809 1 Petoskey Ave,960,550,1966,2018-04-19,106000,4,2,2,0,347596.0,WD - Warranty Deed (Conv),1,0.0,2742.16,71.219499,MARIEMONT CSD,52702 - MARIEMONT WINDSOR SQ CONDO,No,No,No,Yes,Yes,20000,103330,123330,0,1372.7,3809,1,Petoskey Ave,"3809 Petoskey Ave APT 1, Cincinnati, OH 45227, USA",-84.3698395,39.1452633,2018,4,Cincinnati,,20000.0,58
733,527-0021-0020-00,17 Spring Hill Dr,1219,550,1986,2018-06-25,300000,4,2,2,1,255491.0,WD - Warranty Deed (Conv),1,0.0,8330.4,71.219499,MARIEMONT CSD,52707 - SPRINGHILL OF MARIEMONT CONDO,No,No,No,Yes,Yes,67000,308000,375000,0,4166.82,17,,Spring Hill Dr,"17 Spring Hill Dr, Cincinnati, OH 45227, USA",-84.3613998,39.14422760000001,2018,6,Cincinnati,,67000.0,38
734,527-0030-0111-00,4300 Grove Ave,912,510,1948,2018-06-14,216000,5,2,1,0,174222.0,WD - Warranty Deed (Conv),1,0.124,5458.64,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,Yes,120810,116590,237400,0,2731.35,4300,,Grove Ave,"4300 Grove Ave, Cincinnati, OH 45227, USA",-84.3729437,39.150312,2018,6,Cincinnati,,120810.0,76
735,527-0040-0039-00,6558 Wooster Pk,1168,510,1929,2018-06-19,285000,5,2,2,0,174623.0,WD - Warranty Deed (Conv),1,0.117,6470.01,71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,Yes,135260,155730,290990,0,3239.07,6558,,Wooster Pk,"6558 Wooster Pike, Cincinnati, OH 45227, USA",-84.3856005,39.1442459,2018,6,Cincinnati,,135260.0,95
736,527-0040-0156-00,3840 Belmont St,1275,510,1938,2018-06-08,225000,7,3,2,0,335435.0,WD - Warranty Deed (Conv),1,0.093,5640.17,71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,Yes,116120,137520,253640,0,2824.15,3840,,Belmont St,"3840 Belmont St, Cincinnati, OH 45227, USA",-84.38674999999999,39.1473405,2018,6,Cincinnati,,116120.0,86
737,527-0050-0190-00,6519 Wooster Pk,1492,510,1956,2018-05-03,265000,6,4,2,0,350847.0,WD - Warranty Deed (Conv),1,0.163,7220.94,71.219499,MARIEMONT CSD,52706 - MARIEMONT 06,YES(03),No,No,Yes,Yes,180740,144260,325000,0,3612.5,6519,,Wooster Pk,"6519 Wooster Pike, Cincinnati, OH 45227, USA",-84.3857237,39.14364399999999,2018,5,Cincinnati,,180740.0,68
